의원명,제목,언론사,링크,발행일,요약,관련보도수
이해민,"'왼쪽 품기' 이어가는 李대통령…호르무즈 파병 문제엔 ""매우 고민스럽...",view.asiae.co.kr,https://view.asiae.co.kr/article/2026090416594073359,2026-09-04,청와대 AI미래기획수석 발탁,1
곽상언,"김성수 대법관 후보자 인사청문회, 국회 격돌 예고",gokorea.kr,https://www.gokorea.kr/news/articleView.html?idxno=877240,2026-09-04,김성수 대법관 청문위원 선임,1
문금주,與 '정청래 세력' 발언 논란에 공석된 윤리감찰 부단장 신규임명,yna.co.kr,https://www.yna.co.kr/view/AKR20260904102300001?input=1195m,2026-09-04,전남광주30분통근인프라 TF 단장 임명,1
김건,"국힘, 靑 호르무즈 파병 검토에 ""국방위 차원 현안질의 요구""",newsis.com,https://www.newsis.com/view/NISX20260904_0003776879,2026-09-04,정부의 호르무즈 파병 메시지 혼란 비판,1
서영석,공보의 복무단축 입법 탄력…與野 '6건 발의',dailymedi.com,https://www.dailymedi.com/news/news_view.php?wr_id=940160,2026-09-04,공보의 복무단축 법안 대표발의,1
나경원,'용혜인 방지법' 발의됐다… '꼼수 의석' 보조금 제한,sisaweek.com,https://www.sisaweek.com/news/articleView.html?idxno=237723,2026-09-04,정치자금법 개정안 대표발의,1
김형연,정책서민금융에 몰리는 청년층...20·30대 대출 비중 55.8%,m-economynews.com,https://www.m-economynews.com/news/article.html?no=70430,2026-09-04,정책서민금융 청년층 이용 비중 지적,1
송재봉,"‘동물학대범죄자, 동물 다시 못 기른다’ 동물사육금지제도 동물보호...",dailyvet.co.kr,https://www.dailyvet.co.kr/news/animalwelfare/295709,2026-09-04,동물학대범 사육금지 제도 동물보호법 통과,1
강대식,지을수록 빚 늘어…공공임대 1가구당 부채 2억9000만원,dailian.co.kr,https://www.dailian.co.kr/news/view/1686332/?sc=Naver,2026-09-04,공공임대 확대에 따른 LH 재무건전성 지적,1
서영교,"법무장관 후보 김승원 '신약 승인 청탁' 의혹 눈덩이 : 민주당 ""한동훈...",huffingtonpost.kr,https://www.huffingtonpost.kr/article/260178,2026-09-04,김승원 후보자 의혹 수사 검사들 비판,1
강민국,"여야, 김성수 대법관 후보자 국회 인사청문회 14일 개최 합의",jnilbo.com,https://www.jnilbo.com/news/articleView.html?idxno=90000062569,2026-09-04,김성수 대법관 후보자 인사청문위원 선임,1
서영교,"국힘, 김승원·용혜인 낙마 총공세…""李 재판 지우려는 성동격서""",newsworks.co.kr,https://www.newsworks.co.kr/news/articleView.html?idxno=852734,2026-09-04,김승원 후보자 검찰 무혐의 판단 옹호,1
문금주,"강진군, '농어촌 기본소득 법안 통과·시범사업 선정' 총력 ...",seoulfn.com,https://www.seoulfn.com/news/articleView.html?idxno=637275,2026-09-04,농어촌 기본소득 법률안 지원 요청,1
이철규,중소기업 R&D 집행·사후관리 강화…이철규 의원 대표발의 개정안 국회...,shinailbo.co.kr,https://www.shinailbo.co.kr/news/articleView.html?idxno=5058524,2026-09-04,중소기업 기술혁신 촉진법 본회의 통과,1
김미애,"국힘, '김승원·용혜인' 쌍끌이 낙마공세 고삐…""후안무치 끝판""(종합2보...",yna.co.kr,https://www.yna.co.kr/view/AKR20260904065752001?input=1195m,2026-09-04,김승원·용혜인 후보자 낙마 공세 지속,1
정혜경,"정혜경, ""도시와 군사시설 분리… 법으로 강제한다""",gukjenews.com,https://www.gukjenews.com/news/articleView.html?idxno=3684711,2026-09-04,주거지-군사시설 분리 법안 발의,1
백혜련,"김영진 등 10인 ""고향사랑 기부를 통한 지방재정 확충과...",jeonmae.co.kr,https://www.jeonmae.co.kr/news/articleView.html?idxno=1286709,2026-09-04,고향사랑 기부법 개정안 공동발의,1
김기표,"민주당, 윤리감찰 부단장에 전홍규 변호사 임명",kookje.co.kr,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0100&key=20260904.99099001406,2026-09-04,윤리감찰단 부단장 전홍규 임명,1
강선우,"용혜인이 던진 숙제…""인물 소비 말고, 청년정치 제도 갖춰야""",sidae.com,https://www.sidae.com/article/2026090413325288983,2026-09-04,여성가족부 장관 후보자 자진사퇴,1
나경원,김용범·이찬진·이억원 ETF 국민 사기 3인방 '사기죄 고발...,ilyoseoul.co.kr,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=522121,2026-09-04,ETF 관련 특경법 위반 고발 회견,1
김승수,"국민의힘, 단일종목 레버리지 ETF 국정조사 요구서 제출",ilyoseoul.co.kr,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=522104,2026-09-04,레버리지 ETF 국정조사 요구서 제출,1
김승수,"野, 단일종목 레버리지 ETF 국정조사 요구…“도입 과정·책임소재 규명...",mk.co.kr,https://www.mk.co.kr/article/12144480,2026-09-04,레버리지 ETF 국정조사 요구서 제출,1
문금주,與 추가 인선…윤리감찰 부단장 전홍규·청년미래연석회의장 백승아(종...,news1.kr,https://www.news1.kr/politics/assembly/6280241,2026-09-04,전남광주30분통근인프라 TF 단장 임명,1
박희승,"박희승, 복지부 장관에 ""국립의전원 지역 완결형으로 세워야""",news.lghellovision.net,http://news.lghellovision.net/news/articleView.html?idxno=553806,2026-09-04,국립의전원 지역 완결형 건립 촉구,1
김종양,"김종양 의원 ""빈집 정비 비용 지원ㆍ세제 혜택 필요...",areyou.co.kr,http://www.areyou.co.kr/news/articleView.html?idxno=95196,2026-09-04,빈집 및 소규모주택 정비법 개정안 발의,1
전진숙,참사 종료일과 피해자의 회복일은 다르다…장기 의료지원 법...,ppss.kr,https://www.ppss.kr/news/articleView.html?idxno=308761,2026-09-04,보건의료기본법 개정안 대표발의,1
서영석,"‘동물학대범죄자, 다른 동물 또 못 기른다’ 동물보호법 개정안 농해수...",dailyvet.co.kr,https://www.dailyvet.co.kr/news/animalwelfare/295709,2026-09-04,동물보호법 개정안 공동발의,1
정혜경,"정부, 탄소감축 어려운 산업에 '전환금융' 확대",safetimes.co.kr,https://www.safetimes.co.kr/news/articleView.html?idxno=245446,2026-09-04,온실가스 감축안 반대표 행사,1
정일영,"사회적 고립, 국가가 책임져야…김교흥 ""생애주기별 예방 절실""",news1.kr,https://www.news1.kr/bio/welfare-medical/6280419,2026-09-04,사회적 고립 예방 법안 공동발의,1
김동아,"'김승원 저격수' 한동훈 비판한 김민석 ""갑자기 총기난사 말고 자기 청...",dailian.co.kr,https://www.dailian.co.kr/news/view/1686501/?sc=Naver,2026-09-04,청년미래연석회의 의장 활동,1
김미애,野 '레버리지ETF' 국조 요구서 제출,mk.co.kr,https://www.mk.co.kr/article/12144814,2026-09-04,레버리지ETF 국정조사 요구서 제출,1
강명구,북한인권재단 출범 촉구 서한에 국민의힘 75명 동의·민주 159명 무응답,obsnews.co.kr,https://www.obsnews.co.kr/news/articleView.html?idxno=1536379,2026-09-04,북한인권재단 출범 촉구 서한 동참,1
곽상언,"국회, 김성수 대법관 후보자 인사청문회 오는 14일 개최",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8654975&ref=A,2026-09-04,김성수 대법관 청문위원 선임,1
박대출,미성년자 주식 외상거래 급증… 알고보니 KB증권이 주범,it.chosun.com,https://it.chosun.com/news/articleView.html?idxno=2023092169481,2026-09-04,미성년자 주식 외상거래 관련 KB증권 질의,1
김한규,"尹 땐 ""제청권 침해""라더니…李 정부선 ""사전 조율"" 달라진 與 잣대",news.tf.co.kr,https://news.tf.co.kr/read/ptoday/2361827.htm,2026-09-04,대법관 인선 관련 대통령실 입장 변화 지적,1
윤한홍,"'관저 이전 의혹' 김건희, 내달 첫 재판…'尹 체포방해' 국힘 의원들도...",newsis.com,https://www.newsis.com/view/NISX20260904_0003776495,2026-09-04,관저 이전 의혹 재판 내달 시작,1
강선우,누우떼 작전 실패? 이 대통령의 부담 용혜인 낙마 '시간문제...,daejonilbo.com,https://www.daejonilbo.com/news/articleView.html?idxno=2298736,2026-09-04,여성가족부 장관 후보자 자진 사퇴,1
유상범,"""호남 반대"" 노조에 반도체 발 묶이나...""반쪽짜리"" 재계 우려 나온 이유",mt.co.kr,https://www.mt.co.kr/economy/2026/09/04/2026090318451930900,2026-09-04,노동쟁의 대상 제외 법안 발의,1
김건,"野 김건 ""청와대-국방부 메세지 혼란…호르무즈 파병 국익 기준으로 검...",news.tvchosun.com,https://news.tvchosun.com/site/data/html_dir/2026/09/04/2026090490127.html,2026-09-04,호르무즈 파병 국익 기준 검토 촉구,1
서영석,희귀질환 부담 40%는 의료비 밖···치료 넘어 '전 생애 지원' 절실,womaneconomy.co.kr,https://www.womaneconomy.co.kr/news/articleView.html?idxno=258320,2026-09-04,희귀질환 전 생애 지원 촉구 브리핑,1
김종양,전국 재건축 조합 비리 700건 적발···준공까지 평균 14.1년 소요,dgmbc.com,https://dgmbc.com/NewsArticle/860055,2026-09-04,전국 재건축 조합 비리 700건 적발 발표,1
박형수,북한인권재단 출범 촉구 서한에 국민의힘 75명 동의·민주 159명 무응답,obsnews.co.kr,https://www.obsnews.co.kr/news/articleView.html?idxno=1536379,2026-09-04,북한인권재단 출범 촉구 서한 동참,1
문금주,與 '정청래 세력 작업' 논란 속 윤리감 부단장에 전홍규 임명,jnilbo.com,https://www.jnilbo.com/news/articleView.html?idxno=90000062562,2026-09-04,전남광주30분통근인프라 TF 단장 임명,1
부승찬,북한인권재단 출범 촉구 서한에 국민의힘 75명 동의·민주 159명 무응답,obsnews.co.kr,https://www.obsnews.co.kr/news/articleView.html?idxno=1536379,2026-09-04,북한인권재단 출범 촉구 서한 동참,1
김재섭,"김재섭, ‘용혜인 겨냥’ 비례대표 장관 겸직 금지법 발의",wemakenews.co.kr,https://wemakenews.co.kr/news/view.php?no=26227,2026-09-04,비례대표 장관 겸직 금지법 발의,1
이철규,"[오늘의 국회 에너지 입법 : 현행 N-2 중심 신뢰도 기준, 경직적으로 운...",e-platform.net,http://www.e-platform.net/news/articleView.html?idxno=105061,2026-09-04,전력계통 운영기준 정기 검토 전기사업법 발의,1
부승찬,"국회, 김성수 대법관 후보자 인사청문회 오는 14일 개최",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8654975&ref=A,2026-09-04,대법관 후보자 인사청문특위 위원 참여,1
임이자,"민주당 김민석 ""한동훈, 국힘서 상대 안 해줘 갑자기 총기...",businesspost.co.kr,https://www.businesspost.co.kr/BP?command=article_view&num=446474,2026-09-04,김승원·용혜인 후보자 지명 철회 촉구,1
김용민,'지귀연 술자리' 비난했던 여당을 곤혹스럽게 만...,ohmynews.com,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003264460&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,2026-09-04,지귀연 부장판사 룸살롱 술접대 의혹 제기,1
서영석,의사·간호사 등 全보건의료인 '적정 인력 제도화',dailymedi.com,https://www.dailymedi.com/news/news_view.php?wr_id=940130,2026-09-04,보건의료인력 적정 기준 제도화 의료법 개정안 발의,1
박지원,"박찬운 ""기소유예를 행정법원서 다툰다? 법 체계 흔드는 입법""",sisajournal.com,https://www.sisajournal.com/news/articleView.html?idxno=386135,2026-09-04,기소유예 행정법원 다투는 형소법 개정안 발의,1
모경종,與 윤리감찰단 부단장에 전홍규…강민구 해임 사흘 만,seoul.co.kr,https://www.seoul.co.kr/news/politics/2026/09/04/20260904500181?wlog_tag3=naver,2026-09-04,게임산업지원 특위 위원장 임명,1
안규백,‘안규백 법안’ 43건 전수 분석해 보니…“군사전략 전문성 안 보여”,shindonga.donga.com,https://shindonga.donga.com/3/all/13/6369529/1,2026-09-04,발의한 43건 법안 전수 분석,1
이해식,"與, 당직 추가 인선…윤리감찰단 부단장에 전홍규 변호사",mt.co.kr,https://www.mt.co.kr/politics/2026/09/04/2026090413213960613,2026-09-04,민주당 재난재해특별위원장 임명,1
김예지,"‘동물학대범죄자, 다른 동물 또 못 기른다’ 동물보호법 개정안 농해수...",dailyvet.co.kr,https://www.dailyvet.co.kr/news/animalwelfare/295709,2026-09-04,동물보호법 개정안 공동발의 참여,1
강선우,충격과 공포의 장관 후보자 용혜인,ilyoseoul.co.kr,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=522046,2026-09-04,여성가족부 장관 지명자 사퇴,1
박지혜,與 '정청래 세력' 발언 논란에 공석된 윤리감찰 부단장 신규임명,yna.co.kr,https://www.yna.co.kr/view/AKR20260904102300001?input=1195m,2026-09-04,민주당 탄소중립위원장에 임명,1
김도읍,"국회, 김성수 대법관 후보자 인사청문회 오는 14일 개최",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8654975&ref=A,2026-09-04,대법관 후보자 인사청문특위 위원장 내정,1
김윤덕,"""이번 개각의 본질은 김승원…李, '공소 취소' 의지 드러낸 것"" [진중권...",sisajournal.com,https://www.sisajournal.com/news/articleView.html?idxno=385808,2026-09-04,국토교통부 장관 교체 대상 거론,1
박홍배,"민주당 K-자본시장특위 '장기투자 시장' 토론회, '베어허그' 법안...",businesspost.co.kr,https://www.businesspost.co.kr/BP?command=article_view&num=446445,2026-09-04,자본시장법 허위 인수제안 처벌 추진,1
김한규,"여야, 김성수 대법관 후보자 국회 인사청문회 14일 개최 합의",jnilbo.com,https://www.jnilbo.com/news/articleView.html?idxno=90000062569,2026-09-04,김성수 대법관 후보자 청문위원에 선임,1
박정훈,"‘해명→폭로’ 늪에 빠진 김승원… 韓 “징역 8월 구형, 누가 막았나”",sedaily.com,https://www.sedaily.com/article/20087370?ref=naver,2026-09-04,김승원 후보자 관련 공익신고자의견서 내용 공개,1
강선우,"민심은 불만? ""용혜인 '비례겸직' 청와대도 당황""‥""인사라인...",imnews.imbc.com,https://imnews.imbc.com/replay/2026/nw1400/article/6849644_36974.html,2026-09-04,과거 여성가족부 장관 후보자 지명,1
이준석,북한인권재단 출범 촉구 서한에 국민의힘 75명 동의·민주 159명 무응답,obsnews.co.kr,https://www.obsnews.co.kr/news/articleView.html?idxno=1536379,2026-09-04,북한인권재단 출범 촉구 서한 동참,1
권영진,북한인권재단 출범 촉구 서한에 국민의힘 75명 동의·민주 159명 무응답,obsnews.co.kr,https://www.obsnews.co.kr/news/articleView.html?idxno=1536379,2026-09-04,북한인권재단 출범 촉구 서한 동의,1
김문수,與 추가 인선…윤리감찰 부단장 전홍규·청년미래연석회의장 백승아(종...,news1.kr,https://www.news1.kr/politics/assembly/6280241,2026-09-04,더불어민주당 교육특별위원장 임명,1
박홍근,"‘동물학대범죄자, 다른 동물 또 못 기른다’ 동물보호법 개정안 농해수...",dailyvet.co.kr,https://www.dailyvet.co.kr/news/animalwelfare/295709,2026-09-04,동물복지국회포럼 동물보호법 개정안 참여,1
전진숙,검색·포털 앱 순위 외,yonhapmidas.com,https://www.yonhapmidas.com/news/articleView.html?idxno=10561,2026-09-04,1분기 건강보험 수지 현황 발표,1
백승아,與 추가 인선…윤리감찰 부단장 전홍규·청년미래연석회의장 백승아(종...,news1.kr,https://www.news1.kr/politics/assembly/6280241,2026-09-04,민주당 청년미래연석회의 의장 임명,1
윤한홍,김건희·윤한홍 '관저 특혜 의혹' 재판 내달 시작,dailian.co.kr,https://www.dailian.co.kr/news/view/1686463/?sc=Naver,2026-09-04,관저 이전 특혜 의혹 재판 내달 시작,1
유동수,"""메가특구 규제혁신·노동보호…사회적대타협 할것""",mk.co.kr,https://www.mk.co.kr/article/12144812,2026-09-04,메가특구법 규제혁신 및 노동보호 강조,1
김재섭,"비례의원 국무위원 겸직 금지…김재섭 ""'용혜인 방지법' 발의""",weekly.hankooki.com,https://weekly.hankooki.com/news/articleView.html?idxno=7182591,2026-09-04,비례의원 국무위원 겸직 금지법 발의,1
김승수,"與서용주 ""靑인사라인 김현지잖아""...논란 커지자 ""가볍게 농담""",joseilbo.com,http://www.joseilbo.com/news/news_read.php?uid=575111&class=32&grp=,2026-09-04,청와대 인사라인 관련 논란 해명,1
문금주,"민주당, 윤리감찰단 부단장에 전홍규 변호사 임명…추가 당직 인선 진행",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8654973&ref=A,2026-09-04,전남광주30분통근인프라 TF 단장 맡아,1
정태호,"與, 당직 추가 인선…윤리감찰단 부단장에 전홍규 변호사",mt.co.kr,https://www.mt.co.kr/politics/2026/09/04/2026090413213960613,2026-09-04,당헌당규강령위원장에 임명,1
김민석,"김민석 ""전남광주, 메가성장 테스트베드로""…문금주 통근·조인철 문화...",namdonews.com,https://www.namdonews.com/news/articleView.html?idxno=922319,2026-09-04,전남광주 메가성장 테스트베드 제안,1
김남준,"""다윗과 골리앗"" '친명+김민석' 민주당티비, '친노·친문+김어준 방송' ...",ilyoseoul.co.kr,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=522133,2026-09-04,민주당티비 관련 입장 발표,1
김병주,"靑, 파병 검토에 野 “간보기, 美 신뢰 잃었다”…범여, 강력 반발",joongang.co.kr,https://www.joongang.co.kr/article/25459191,2026-09-04,미국·이란 파병 검토 관련 정부 비판,1
이만희,학대해도 다시 기를 수 있었던 동물보호법…'재범 차단' 첫 문 열었다,gjdream.com,http://www.gjdream.com/news/articleView.html?idxno=672391,2026-09-04,동물보호법 재범 차단 법안 참여,1
백승아,與 윤리감찰단 부단장에 전홍규…강민구 해임 사흘 만,seoul.co.kr,https://www.seoul.co.kr/news/politics/2026/09/04/20260904500181?wlog_tag3=naver,2026-09-04,민주당 청년미래연석회의 의장 임명,1
김성원,의료법인도 '중소기업' 인정…병원계 숙원 해결,dailymedi.com,https://www.dailymedi.com/news/news_view.php?wr_id=940135,2026-09-04,의료법인 중소기업 지위 인정 법안 대표발의,1
김상훈,"‘동물학대범죄자, 다른 동물 또 못 기른다’ 동물보호법 개정안 농해수...",dailyvet.co.kr,https://www.dailyvet.co.kr/news/animalwelfare/295709,2026-09-04,동물보호법 개정안 공동발의,1
유상범,"美 출장 논란 박진영, 걸그룹 신곡 낸 날 유통사 대표 만나",biz.chosun.com,https://biz.chosun.com/policy/politics/assembly/2026/09/04/BIWUKS26KVHRPDVF23JKWG4FAU/?utm_source=naver&utm_medium=original&utm_campaign=biz,2026-09-04,결산심사소위서 박진영 미국 출장 질의,1
김남준,"김영진 등 10인 ""고향사랑 기부를 통한 지방재정 확충과...",jeonmae.co.kr,https://www.jeonmae.co.kr/news/articleView.html?idxno=1286709,2026-09-04,고향사랑 기부법안 공동발의,1
이성윤,김승원 놓고 붙은 한동훈·김민석… “총기 난사” 직격한 날 ‘9% 대 7%...,jibs.co.kr,https://www.jibs.co.kr/news/articles/articlesDetail/65177?feed=na,2026-09-04,김승원 후보자 기소유예 봐주기 논란 반박,1
박충권,"행안부, 서울세계불꽃축제 대책 점검회의",safetimes.co.kr,https://www.safetimes.co.kr/news/articleView.html?idxno=245434,2026-09-04,탈북민 여권법 위반 기자회견 개최,1
고민정,"‘동물학대범죄자, 동물 다시 못 기른다’ 동물사육금지제도 동물보호...",dailyvet.co.kr,https://www.dailyvet.co.kr/news/animalwelfare/295709,2026-09-04,동물사육금지제도 동물보호법 개정안 공동발의,1
장철민,"김민석, '821조 예산' 들고 전국 순회... 메가특구특별법도 속도",hankookilbo.com,https://www.hankookilbo.com/news/article/A2026090417220001787?did=NA,2026-09-04,정무위에서 메가특구법 이달 발의,1
배준영,항공기 늘었는데 정비 인력은… 숙련공 찾아 '삼만리',fortunekorea.co.kr,https://www.fortunekorea.co.kr/news/articleView.html?idxno=53873,2026-09-04,공항 지연율 상승 및 정비 인력 부족 지적,1
송옥주,'학대자 사육금지제' 동물보호법 농해수위 통과…시민단체 환영,news1.kr,https://www.news1.kr/politics/assembly/6279610,2026-09-04,학대자 사육금지제 동물보호법 농해수위 통과,1
김영진,학대해도 다시 기를 수 있었던 동물보호법…'재범 차단' 첫 문 열었다,gjdream.com,http://www.gjdream.com/news/articleView.html?idxno=672391,2026-09-04,동물보호법 개정안 농해수위 통과,1
강선우,용혜인에 시선 집중…‘물소떼 인사전략’ 재소환,munhwa.com,https://www.munhwa.com/article/11614598?ref=naver,2026-09-04,여성가족부 장관 지명자 논란,1
모경종,"민주당, 윤리감찰단 부단장에 전홍규 변호사 임명…추가 당직 인선 진행",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8654973&ref=A,2026-09-04,게임산업지원 특위 위원장 임명,1
오기형,"오기형 의원, M&A 과정 주주보호 강화 자본시장법 개정안 발의",mhns.co.kr,https://www.mhns.co.kr/news/articleView.html?idxno=758999,2026-09-04,M&A 주주보호 자본시장법 개정안 발의,1
김영호,조희대 '대법관 재제청' 입장 발표 연기…14일 김성수 청문회 개최,ajunews.com,https://www.ajunews.com/view/20260904162156688,2026-09-04,대법관 후보자 인사청문위원 선임,1
김형동,"금융노조, 광화문서 총파업…국책은행 지방 이전 반대·주 4.5일제 촉구",insnews.co.kr,https://www.insnews.co.kr/news/articleView.html?idxno=92636,2026-09-04,국책은행 지방이전 국회 동의 촉구,1
권영진,"윤상현 국민의힘 의원 – “당 지도부, 광장의 분노에 올라...",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8654736&ref=A,2026-09-04,당원권 정지 징계에 재심 신청,1
유영하,'소명의식'은 의사에게만 무거운가,docdocdoc.co.kr,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3042459,2026-09-04,군의관 복무 단축 요구 비판,1
안규백,이재명 정부 '2기 내각'…10명 중 4명 부정 평가[노컷한컷],nocutnews.co.kr,https://www.nocutnews.co.kr/news/6573203?utm_source=naver&utm_medium=article&utm_campaign=20260904021455,2026-09-04,안규백 국방부 장관 퇴임 소회 밝혀,1
송옥주,송옥주 의원 등 국내 해양·함정 MRO 경쟁력 강화 방안 논의,pressian.com,https://www.pressian.com/pages/articles/2026090413190713305?utm_source=naver&utm_medium=search,2026-09-04,해양 MRO·수리조선 경쟁력 강화 방안 논의 토론회,1
송옥주,"""민관군 힘 합쳐 25조 미 해군 MRO시장 적극 공략해야""",pinpointnews.co.kr,https://www.pinpointnews.co.kr/news/articleView.html?idxno=483762,2026-09-04,미 해군 MRO시장 공략 토론회 공동 주최,1
강선영,"국힘, '김승원·용혜인' 쌍끌이 낙마공세 고삐…""후안무치 끝판""",yna.co.kr,https://www.yna.co.kr/view/AKR20260904065700001?input=1195m,2026-09-04,용혜인 후보자 지명 철회 촉구,1
이양수,"국힘, 김승원·용혜인 후보자 ""뇌물죄"" 강력 비판",ksilbo.co.kr,https://www.ksilbo.co.kr/news/articleView.html?idxno=1066338,2026-09-04,부실 신약 후보자 강력 비판,1
유상범,"여야, 국가 첨단산업특화단지 기반시설 구축 지원 예산 '이견'",yna.co.kr,https://www.yna.co.kr/view/AKR20260904108500001?input=1195m,2026-09-04,국가 첨단산업특화단지 기반시설 예산 논의,1
강준현,"오기형 의원, M&A 과정 주주보호 강화 자본시장법 개정안 발의",mhns.co.kr,https://www.mhns.co.kr/news/articleView.html?idxno=758999,2026-09-04,자본시장법 개정안 공동발의,1
양부남,쪼개지는 광주?…자치구 '시(市) 승격' 두고 지역사회 찬반 팽팽,kjmbc.co.kr,https://kjmbc.co.kr/NewsArticle/1535508,2026-09-04,자치구 시 승격 특별법 개정안 발의,1
김기표,"민주당, 윤리감찰단 부단장에 전홍규 변호사 임명…추가 당직 인선 진행",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8654973&ref=A,2026-09-04,윤리감찰단 부단장 전홍규 임명,1
박용갑,"박용갑 의원 ""사회복지사 상해사고 심각… 의료비 지원 필요""",joongdo.co.kr,https://www.joongdo.co.kr/web/view.php?key=20260904010001378,2026-09-04,사회복지사 의료비 지원 법안 대표발의,1
이해식,與 '정청래 세력' 발언 논란에 공석된 윤리감찰 부단장 신규임명,yna.co.kr,https://www.yna.co.kr/view/AKR20260904102300001?input=1195m,2026-09-04,민주당 재난재해특별위원장 임명,1
김미애,"레버리지 ETF, 국조·특검행?…증권사, 불똥튈까 '긴장'",newstomato.com,http://www.newstomato.com/ReadNews.aspx?no=1312596&inflow=N,2026-09-04,레버리지 ETF 국정감사 도마 올라,1
김미애,레버리지 EFT 관련 국정조사 요구서 제출하는 국민의힘,news1.kr,https://www.news1.kr/photos/8088358,2026-09-04,레버리지 ETF 국정조사 요구서 제출,1
김영배,"춘천사회혁신센터 시설비 5억원 '도마'…시의회, 산출근거 집중 추궁",nocutnews.co.kr,https://www.nocutnews.co.kr/news/6572951?utm_source=naver&utm_medium=article&utm_campaign=20260904085352,2026-09-04,청년창업지원센터 수익 창출 한계 지적,1
백승아,與 '정청래 세력 작업' 논란 속 윤리감 부단장에 전홍규 임명,jnilbo.com,https://www.jnilbo.com/news/articleView.html?idxno=90000062562,2026-09-04,청년미래연석회의 의장 임명,1
장철민,"당정, ‘메가특구 특별법’ 이달 발의…연내 처리 추진",viva100.com,https://www.viva100.com/article/20260904500827,2026-09-04,메가특구 특별법 이달 발의 추진,1
박주민,용혜인 과거 '입법 이력'에 교계 우려 잇따라,goodnews1.com,https://www.goodnews1.com/news/articleView.html?idxno=463792,2026-09-04,평등에 관한 법률안 공동발의,1
박성훈,국책은행서 10년간 2000억 금융사고…10건 중 9건은 기업은행서 터졌다...,the-today.com,https://www.the-today.com/news/articleView.html?idxno=89465,2026-09-04,국책은행 10년간 금융사고 질타,1
김도읍,김성수 대법관 후보자 국회 인사청문회 14일 실시,news1.kr,https://www.news1.kr/politics/assembly/6280363,2026-09-04,대법관 후보자 인사청문특위 위원장 내정,1
박수민,"수세 몰린 김승원 ""정 판사 영장심사에 관여하지 않아""",ohmynews.com,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003264501&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,2026-09-04,김승원 후보자 과거 음주운전 벌금 전력 밝혀져,1
이재강,與 추가 인선…윤리감찰 부단장 전홍규·청년미래연석회의장 백승아(종...,news1.kr,https://www.news1.kr/politics/assembly/6280241,2026-09-04,한반도평화경제특별위원장 임명,1
문금주,"與, 당직 추가 인선…윤리감찰단 부단장에 전홍규 변호사",mt.co.kr,https://www.mt.co.kr/politics/2026/09/04/2026090413213960613,2026-09-04,전남광주30분통근인프라 TF 단장 임명,1
유동수,"당정, 메가특구법 9월 중 발의…연내 입법 속도",view.asiae.co.kr,https://view.asiae.co.kr/article/2026090418193003479,2026-09-04,정무위 소관 메가특구법 연내 입법 추진,1
박정현,"박정현 의원, 국정감사 제보 접수",newstnt.com,https://www.newstnt.com/news/articleView.html?idxno=716666,2026-09-04,국정감사 국민 제보 접수 시작,1
김한규,“집 뺏기고 싶지 않다”…OGQ 신철호 대표 자택 강제경매 개시,suwonilbo.kr,https://www.suwonilbo.kr/news/articleView.html?idxno=318002,2026-09-04,창업자 우회 연대보증 제한 법안 추진,1
서범수,"'창과 방패' 대결 서막 前 여야, 모두 내부전선 비상[여의뷰]",inews24.com,http://www.inews24.com/view/2001781,2026-09-04,당원권 정지 징계 재심 청구 방침,1
박홍배,"국회, 금융지주 지배구조법 일괄 회부… “연내 결론 날지 미지수”",biz.chosun.com,https://biz.chosun.com/stock/finance/2026/09/04/TDB2SNF36JE4VGZANALMUMU7JM/?utm_source=naver&utm_medium=original&utm_campaign=biz,2026-09-04,금융지주 지배구조법 개정안 국회 계류,1
박지혜,"여야, 김성수 대법관 후보자 국회 인사청문회 14일 개최 합의",jnilbo.com,https://www.jnilbo.com/news/articleView.html?idxno=90000062569,2026-09-04,김성수 대법관 후보자 인사청문위원에 포함,1
박상혁,"與, 메가특구법 9월 발의 속도…‘52시간 특례’는 추가 논의",joongang.co.kr,https://www.joongang.co.kr/article/25459187,2026-09-04,메가특구법 9월 발의 속도,1
