구분,id,사건명,사건번호,날짜,기관법원,사건종류,AI요약,과징금,형량,원심참조,상세링크,조치유형
의결서,19013,공시대상기업집단 「하이브」 소속 ㈜수퍼톤의 주식소유현황 신고규정 위반행위에 대한 건,2025집단1469,2026.2.24.,공정거래위원회,,공시대상기업집단 하이브 소속 수퍼톤이 계열회사 케이에이치나인 편입에 따른 주식소유현황 신고를 법정기한 내에 하지 못하여 경고 조치를 받았음,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19013&type=HTML,경고
의결서,18981,14개 건설사 발주 빌트인 특판가구 구매입찰 관련 22개 사업자의 부당한 공동행위에 대한 건 관련 (주)스페이스맥스의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2026제카0253,2026.2.24.,공정거래위원회,,"(주)스페이스맥스가 부당한 공동행위로 부과받은 과징금에 대해 납부기한 연기 및 6회 분할납부를 신청하였고, 요건을 충족하여 인용됨","3,300만원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18981&type=HTML,"과징금, 인용"
의결서,18983,14개 건설사 발주 빌트인 특판가구 구매입찰 관련 22개 사업자의 부당한 공동행위에 대한 건 관련 (주)선앤엘인테리어의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2026제카0249,2026.2.24.,공정거래위원회,,(주)선앤엘인테리어의 과징금 납부기한 연기 및 6회 분할납부 신청이 요건을 충족하여 인용됨,"1억 7,800만원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18983&type=HTML,"인용, 과징금"
의결서,19137,㈜맘스터치앤컴퍼니의 가맹사업법 위반행위에 대한 건,2024서가1057,2026.2.23.,공정거래위원회,,맘스터치앤컴퍼니가 등록된 정보공개서를 제공하지 않은 상태에서 가맹희망자들로부터 가맹금을 수령하거나 가맹계약을 체결하여 행위금지명령 및 수명사실의 통지명령이 부과됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19137&type=HTML,시정명령
의결서,19019,22개 건설사 발주 빌트인 특판가구 구매입찰 관련 35개 사업자의 부당한 공동행위에 대한 건 관련 (주)선앤엘인테리어의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2026제카0250,2026.2.23.,공정거래위원회,,(주)선앤엘인테리어의 과징금 납부기한 연기 및 6회 분할납부 신청이 요건을 충족하여 인용됨,"6억 6,000만 원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19019&type=HTML,"인용, 과징금"
의결서,19021,22개 건설사 발주 빌트인 특판가구 구매입찰 관련 35개 사업자의 부당한 공동행위에 대한 건 관련 (주)리버스의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2026제카0252,2026.2.23.,공정거래위원회,,(주)리버스가 청구한 과징금 납부기한 연기 및 분할납부 신청이 실체적 요건을 충족하지 않아 기각됨,"2억 2,800만원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19021&type=HTML,기각
의결서,19175,㈜효성 및 효성중공업(주)의 불공정하도급거래행위에 대한 건 관련 동의의결에 대한 건,2025기조2124,2026.2.20.,공정거래위원회,,"㈜효성 및 효성중공업(주)의 기술자료 요구 시 서면 미교부, 비밀유지계약 체결의무 위반, 부당특약 설정, 기술자료 유용 등 불공정하도급거래행위에 대하여 동의의결 절차가 개시되어 진행됨",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19175&type=HTML,인용
의결서,19131,한온시스템㈜의 불공정하도급거래행위에 대한 건,2023하조1228,2026.2.20.,공정거래위원회,,한온시스템㈜의 불공정하도급거래행위(금형 제조 위탁 관련)에 대한 기초사실 및 거래 구조를 다룸,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19131&type=HTML,
의결서,19029,성○○(공시대상기업집단 「영원」의 동일인)의 지정자료 허위제출행위에 대한 건,2024집단1212,2026.2.2.,공정거래위원회,,공시대상기업집단 영원의 동일인 성○○이 2021년~2023년 지정자료 제출 시 총 82개의 계열회사를 누락하여 허위 제출함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19029&type=HTML,"경고, 고발"
의결서,19057,4개 시중은행의 부당한 공동행위에 대한 건,2023카총0733,2026.2.13.,공정거래위원회,,"국민은행 등 4개 시중은행의 부당한 공동행위와 관련된 기초사실 및 일반현황, 시장점유율, 담보대출 현황 등을 다룸",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19057&type=HTML,
의결서,19115,㈜쎄믹스의 불공정하도급거래행위에 대한 건,2023기조2016,2026.2.13.,공정거래위원회,,㈜쎄믹스의 불공정하도급거래행위에 대한 건으로 기초사실 및 산업 현황을 다룸,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19115&type=HTML,
의결서,19031,성기학(공시대상기업집단 「영원」의 동일인)의 지정자료 허위제출행위에 대한 건,2024집단1212,2026.2.11.,공정거래위원회,,공시대상기업집단 '영원'의 동일인 성기학이 지정자료 제출 시 친족 및 임원 지배회사 5개사를 누락하여 허위 제출함에 따라 경고 조치됨.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19031&type=HTML,경고
의결서,19027,엘에스 기업집단 계열회사의 부당한 지원행위에 대한 건 관련 과징금 재산정 및 부과의 건,2024내부1470,2026.2.11.,공정거래위원회,,"엘에스 기업집단 계열회사 간 국산 및 수입 전기동 거래에서 부당한 지원행위가 인정되어 공정거래위원회로부터 시정명령 및 과징금 납부명령이 부과되었으나, 이후 법원에서 국산 전기동 거래 지원행위 관련 과징금이 취소됨","25,961백만 원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19027&type=HTML,"시정명령, 과징금, 인용"
의결서,19011,상호출자제한기업집단 「지에스」 소속 자이에스앤디(주)의 주식소유현황 등 신고 규정 위반행위에 대한 건,2025집단1486,2026.2.11.,공정거래위원회,,자이에스앤디(주)가 스마트부산 주식 취득에 따른 계열편입 신고를 법정 기한을 도과하여 지연 신고함에 따라 경고 조치함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19011&type=HTML,경고
의결서,19229,허창수(상호출자제한기업집단 지에스의 동일인)의 지정자료 허위제출 행위에 대한 건,2025집단1485,2026.2.10.,공정거래위원회,,허창수가 기업집단 지에스의 2021년~2023년 지정자료 제출 시 일부 계열회사를 누락하여 허위 제출함에 따라 경고 조치됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19229&type=HTML,경고
의결서,19143,㈜웹젠의 전자상거래소비자보호법 위반행위에 대한 건,2024서소2100,2026.2.10.,공정거래위원회,,㈜웹젠이 게임 '어둠의 실력자가 되고 싶어서!'의 서비스 종료를 내부적으로 확정했음에도 이를 숨긴 채 신규 캐릭터를 출시하여 소비자에 판매함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19143&type=HTML,
의결서,19041,애플망고의 가맹사업법 위반행위에 대한 건,"2024광사0488, 1790",2026.2.10.,공정거래위원회,,"피심인이 가맹금 예치의무 위반, 정보공개서 제공의무 위반, 가맹금 반환의무 위반 등 가맹사업법을 위반함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19041&type=HTML,
의결서,19065,홈플러스(주)의 대규모유통업법 위반행위에 대한 건,2024유대1559,2026.2.10.,공정거래위원회,,홈플러스(주)가 42개 납품업자와 상품거래 기본계약을 체결하면서 계약서면을 즉시 교부하지 아니함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19065&type=HTML,
의결서,19009,동성제약㈜의 부당한 고객유인행위에 대한 건,2023전사1972,2026.1.8.,공정거래위원회,,동성제약㈜이 자사 의약품의 채택 및 처방 유지·증대를 목적으로 병·의원 소속 의료인에게 경제적 이익을 제공한 부당한 고객유인행위임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19009&type=HTML,
의결서,19025,광양지역 7개 레미콘 제조ㆍ판매사업자의 부당한 공동행위에 대한 건,2023광사1374,2026.1.8.,공정거래위원회,,광양지역 7개 레미콘 제조·판매사업자가 레미콘 판매가격 등을 담합한 부당한 공동행위를 함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19025&type=HTML,
의결서,18989,더에스티 주식회사(더제주컴퍼니)의 자료미제출행위에 대한 건,2025광사1183,2026.1.30.,공정거래위원회,,피심인의 공정거래위원회 자료제출 요구 불응행위에 대하여 과태료가 부과됨,"2,500만 원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18989&type=HTML,
의결서,19053,비알코리아㈜의 가맹사업법 위반행위에 대한 건,2023전사1479,2026.1.30.,공정거래위원회,,비알코리아㈜가 가맹점사업자가 비용을 부담하는 판촉행사를 실시하면서 법정 동의율(70%)을 충족하지 못했거나 임의로 조작하여 동의를 받은 후 행사를 실시함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19053&type=HTML,
의결서,18909,고양시 발주 생활폐기물 수집ㆍ운반 대행용역 입찰 관련 10개 사업자의 부당한 공동행위에 대한 건,2024입담0219,2026.1.29.,공정거래위원회,,고양시가 발주한 생활폐기물 수집ㆍ운반 대행용역 입찰과 관련하여 10개 사업자가 부당한 공동행위를 한 건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18909&type=HTML,
의결서,18977,김□□(상호출자제한기업집단 「DB」의 동일인)의 지정자료 허위제출행위에 대한 건,"2023집단1693, 2024집단1301",2026.1.26.,공정거래위원회,,기업집단 DB의 동일인 김□□가 지정자료 허위제출행위를 한 건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18977&type=HTML,
의결서,19117,㈜에이티익스프레스의 가맹사업법 위반행위에 대한 건,2024가조2476,2026.1.26.,공정거래위원회,,가맹점사업자피해보상보험계약 등을 체결하지 않은 상태에서 예치가맹금을 예치기관에 예치하도록 하지 않고 직접 수령함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19117&type=HTML,
의결서,18975,김□□(상호출자제한기업집단 「DB」의 동일인)의 지정자료 허위제출행위에 대한 건,"2023집단1693, 2024집단1301",2026.1.26.,공정거래위원회,,기업집단 DB의 동일인 김모씨가 상호출자제한기업집단 지정자료를 제출하면서 혈족 4촌을 친족현황에서 누락한 행위에 대하여 인식가능성과 중대성이 경미하여 경고 조치함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18975&type=HTML,경고
의결서,18995,던롭스포츠코리아 주식회사의 부당한 광고행위에 대한 건,2023서소1516,2026.1.23.,공정거래위원회,,던롭스포츠코리아 주식회사가 '스릭슨' 골프공에 대해 객관적 근거가 부족하거나 사실과 다른 'KPGA 투어 볼 사용률 1위' 등의 부당 광고행위를 함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18995&type=HTML,
의결서,18943,수정한양아파트 외부균열 보수 및 재도장 공사 외 옥상 박공지붕 복합방수 공사 입찰 관련 ㈜주원디엔피 및 이루미건설(주)의 부당한 공동행위에 대한 건,2023입담2097,2026.1.23.,공정거래위원회,,㈜주원디엔피 및 이루미건설(주)의 아파트 유지보수공사 입찰 관련 부당한 공동행위에 대한 건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18943&type=HTML,
의결서,19007,국제약품(주)의 부당한 고객유인행위에 대한 건,2025지감0337,2026.1.21.,공정거래위원회,,국제약품(주)가 병원에 자사 의약품 처방 촉진 및 거래 유지를 위해 부당한 고객유인행위를 함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19007&type=HTML,
의결서,18905,㈜홈앤쇼핑의 대규모유통업법 위반행위에 대한 건 관련 과징금 재산정 및 부과의 건,2025유대1196,2026.1.2.,공정거래위원회,,판매촉진비용 분담비율 위반 및 미약정 납품업자 종업원 사용 등에 대해 과징금 재산정 및 부과함,"2억 3,600만 원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18905&type=HTML,"시정명령, 과징금"
의결서,18923,㈜케이티의 전자상거래소비자보호법 위반행위에 대한 건,2025서소0731,2026.1.16.,공정거래위원회,,KT가 갤럭시 S25 사전예약 당시 한정 수량을 숨긴 채 판매조건으로 광고한 후 예상을 초과한 주문을 임의로 취소하여 거짓·과장 및 기만적 소비자 유인행위를 함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18923&type=HTML,
의결서,18903,창비건설㈜의 불공정하도급거래행위에 대한 건,2025신하2307,2026.1.15.,공정거래위원회,,발주자의 도급계약 해지 및 하도급 불승인에 따라 원사업자가 수급사업자와의 하도급계약을 해지함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18903&type=HTML,
의결서,19205,㈜이랜드월드의 부당한 표시ㆍ광고 행위에 대한 건,2025전자1109,2026.1.14.,공정거래위원회,,㈜이랜드월드가 구스다운 점퍼 판매 시 충전재 함량을 허위 광고하여 매출 및 환불 조치가 이루어짐,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19205&type=HTML,
의결서,19203,㈜티클라우드의 부당한 광고행위에 대한 건,2025전자1100,2026.1.14.,공정거래위원회,,㈜티클라우드가 무신사 몰에서 패딩 상품의 충전재 혼합률을 거짓·과장 광고한 행위에 대하여 심의가 진행 중임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19203&type=HTML,
의결서,18997,16개 건설사 발주 시스템 가구 입찰 관련 17개 사업자의 부당한 공동행위에 대한 건 관련 ㈜스페이스맥스의 과징금 납부기한 연장 및 분할납부 신청에 대한 건,2025서카2520,2026.1.12.,공정거래위원회,,㈜스페이스맥스가 과징금 일시 납부에 따른 자금 사정의 어려움을 이유로 신청한 과징금 납부기한 연장 및 분할납부 신청이 요건을 충족하여 허용됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18997&type=HTML,"과징금, 인용"
판례,622249,농수산물의원산지표시등에관한법률위반·식품등의표시·광고에관한법률위반·식품위생법위반·수입식품안전관리특별법위반[「수입식품안전관리 특별법」상 벌칙 규정의 적용 대상 및 양벌규정의 적용 여부 등이 문제 된 사건],2024도7082,2026.05.29,대법원,형사,"수입식품안전관리 특별법상 벌칙 규정의 적용 대상 및 양벌규정의 적용 여부가 문제 된 사건으로, 상고가 모두 기각됨",,,원심판결】 인천지법 2024. 4. 26. 선고 2023노5007,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=622249&type=HTML,기각
판례,622901,채무존재확인,2024가합101778,2026.05.08,서울중앙지방법원,민사,"원고 회사가 전기통신금융사기 피해자들이 입금한 금원이 전자화폐 거래대금이라고 주장하며 피고들을 상대로 채무부존재확인을 구한 사안에서, 피고 5에 대한 청구는 인용하고 나머지 피고들에 대한 청구는 기각함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=622901&type=HTML,"인용, 기각"
판례,620413,법인세부과처분등취소[보험회사 등이 보험업법 제83조 제1항에서 정한 자가 아닌 자 또는 다른 보험회사 등에 소속된 보험설계사로 하여금 보험 모집을 하게 하고 그에 대한 대가로 지급한 수수료 등이 손금 산입 대상에 해당하는지 여부가 문제 된 사건],2025두36013,2026.04.30,대법원,세무,"보험회사 등이 보험업법 제83조 제1항에서 정한 자가 아닌 자 등에게 보험 모집을 하게 하고 지급한 수수료 등이 법인세법상 손금 산입 대상에 해당하는지 여부가 문제 된 사건에서, 사회질서 위반 비용으로 보아 손금에 산입할 수 없다고 판단하여 상고 기각함.",,,원심판결】 서울고법 2025. 11. 14. 선고 2025누5130,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=620413&type=HTML,기각
판례,620411,매매잔금등청구의소[지역주택조합이 조합규약 및 가입계약에서 정한 조합원 자격을 상실한 조합원을 상대로 위약금을 구한 사건],2025다213488,2026.04.30,대법원,민사,"지역주택조합이 조합원 자격을 상실한 조합원을 상대로 위약금을 구한 사안에서, 위약금 산정 기준인 '조합원분담금 총약정금'의 의미 및 조합원의 귀책사유 판단에 관한 법리오해의 잘못이 인정되어 파기환송됨",,,원심판결】 대전고법 2025. 5. 14. 선고 2024나14761,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=620411&type=HTML,"파기환송,기각"
판례,622101,공직선거법위반,2025고합1504,2026.04.29,서울중앙지방법원,형사,유세현장 인근에서 후보자 반대 내용의 인쇄물을 들고 있던 행위가 공직선거법상 허용되는 소형 소품을 지니고 하는 선거운동에 해당하여 범죄의 증명이 없으므로 무죄가 선고됨.,,무죄,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=622101&type=HTML,
판례,619423,결혼중개업의관리에관한법률위반[결혼중개업법상 벌칙 규정의 적용 대상 및 양벌규정의 적용 여부 등이 문제 된 사건],2025도12357,2026.04.16,대법원,형사,결혼중개업법 위반 사건에서 법인 사업주인 결혼중개업자의 의미 및 양벌규정 적용 대상에 관한 법리가 문제되어 원심판결이 파기환송됨,,,원심판결】 의정부지법 2025. 7. 10. 선고 2024노2093,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=619423&type=HTML,
판례,619471,자재임대료등[건설산업기본법 제35조 제2항 제3호에 따른 직접지급의무의 범위가 문제 된 사건],2025다220034,2026.04.16,대법원,민사,"건설산업기본법에 따른 하도급대금 직접지급의무 범위가 문제 된 사건으로, 발주자가 원수급인에게 이미 기성공사대금을 지급하면서 그 공사대금에 포함되어 지급을 완료한 하수급인의 채권액은 직접지급의무 범위에서 공제되어야 함.",,,원심판결】 수원고법 2025. 10. 23. 선고 2025나10061,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=619471&type=HTML,
판례,620459,수임료반환소송,2025가소313128,2026.04.08,서울중앙지방법원,민사,"암호화폐 투자사기 고소 대리 위임계약 해지에 따라, 착수금 반환을 배제하는 약관조항은 무효이며 피고는 기수행 업무에 상당하는 부분을 제외한 수임료를 반환할 의무가 있다고 인정하여 원고의 청구를 일부 인용함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=620459&type=HTML,"인용, 기각"
판례,623083,성매매알선등행위의처벌에관한법률위반(성매매알선등),2022도2402,2026.04.02,대법원,형사,체포영장 발부는 적법했으나 자진출석 약속을 지켜 출석한 피고인을 체포한 집행은 위법성이 문제됨. 상고 기각됨.,,"징역 1년, 집행유예 3년",원심판결】 의정부지법 2022. 1. 27. 선고 2021노1796,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=623083&type=HTML,기각
판례,618695,"보험금[상해보험계약의 약관에서 ‘피보험자가 보험기간 중 교통재해로 인하여 사망하였을 때’ 교통재해 사망보험금을 지급하기로 정하였는데, 피보험자가 보험기간 중 교통사고를 당한 후 보험기간 종료 후에 비로소 사망한 사건]",2025다211789,2026.04.02,대법원,민사,"보험기간 중 교통사고를 당해 보험기간 종료 후 사망한 경우 교통재해 사망보험금 지급사유에 해당하는지 여부가 쟁점이며, 작성자 불이익의 원칙에 따라 보험기간 중 교통재해가 발생하였을 것만을 요구한다고 해석하여 원심판결을 파기하고 환송함.",,,원심판결】 서울중앙지법 2025. 4. 16. 선고 2024나65647,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618695&type=HTML,인용
판례,618669,의결권행사허용가처분[상법 제369조 제3항에 따른 상호주 의결권 제한이 문제 된 사건],2025마6793,2026.04.02,대법원,민사,"상법 제369조 제3항에 따른 상호주 의결권 제한 규정이 외국회사인 자회사를 둔 경우에도 적용되는지가 문제 된 사건에서, 재항고를 기각함.",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618669&type=HTML,기각
판례,618507,손해배상(기)[시각장애인들이 웹사이트에 대한 대체 텍스트의 제공 및 손해배상을 구하는 사건],2023다255130,2026.03.12,대법원,민사,"시각장애인들이 웹사이트 내 대체 텍스트 미제공 등을 이유로 손해배상 및 적극적 조치를 구한 사건에서, 법원은 정보접근에서의 간접차별 및 정보통신에서의 정당한 편의제공 의무 위반을 인정하여 대체 텍스트 제공 등 적극적 조치를 명하고 위자료 청구는 기각함",,,원심판결】 서울고법 2023. 6. 8. 선고 2021나2013286,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618507&type=HTML,"인용, 기각"
판례,618509,요양급여비용환수결정취소[구 국민건강보험법 제57조 제2항에서 정한 징수금의 의미 및 범위가 문제 된 사건],2024두52519,2026.03.12,대법원,일반행정,구 국민건강보험법 제57조 제2항에 따른 실질적 개설자의 부당이득징수금 범위 및 재량권 일탈·남용 여부가 문제 된 사건에서 상고 기각됨,"13억 8,378만 5,320원",10년 이하의 징역이나 1억 원 이하의 벌금,원심판결】 광주고법 2024. 7. 25. 선고 2023누12766,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618509&type=HTML,기각
판례,618083,건설산업기본법위반·독점규제및공정거래에관한법률위반[건설산업기본법 제95조 제1호 위반죄의 죄수가 문제 된 사건],2025도8286,2026.02.26,대법원,형사,"건설공사 입찰에서 담합한 행위로 기소된 사건에서, 수 개의 입찰별 위반행위가 단일하고 계속된 범의에 따라 이루어지고 피해법익이 동일한 경우 포괄일죄가 성립한다고 판단하여 상고를 모두 기각함","5,000만 원",,원심판결】 서울고법 2025. 5. 15. 선고 2024노1659,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618083&type=HTML,기각
판례,618165,위약금등청구[수분양자가 시행사 및 분양자의 지위를 승계한 신탁회사를 상대로 공급계약의 해제를 주장하며 계약금 반환 등을 구하는 사건],2023다280945,2026.02.26,대법원,민사,관리형 토지신탁의 수탁자가 부담하는 책임한정특약이 약관법상 설명의무의 대상이 되는 중요한 내용에 해당하므로 피고의 상고를 기각함,,,원심판결】 서울고법 2023. 8. 31. 선고 2022나2048531,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618165&type=HTML,기각
판례,618133,공사대금[하도급대금 직접지급합의금액 변경과 발주자의 승인 거절 등을 계기로 기존 하도급대금 직접지급합의의 합의해지 여부가 다투어진 사건],2025다215212,2026.02.26,대법원,민사,하도급대금 직접지급합의의 묵시적 합의해지 성립 여부가 다투어진 사건에서 원심판결 중 원고 패소 부분을 파기하고 환송함,,,원심판결】 대구고법 2025. 6. 19. 선고 2024나11642,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618133&type=HTML,파기환송
판례,616705,법인세부과처분취소[직원 등에 제공한 할인혜택을 접대비로 보아 한도를 초과한 금액을 손금불산입한 사건],2025두34772,2026.02.12,대법원,세무,법인이 직원매장에서 협력업체 직원 등에게 제공한 할인혜택을 접대비로 보아 한도를 초과한 금액을 손금불산입한 법인세 부과처분이 위법하다고 판단함,,,원심판결】 서울고법 2025. 7. 23. 선고 2025누6434,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616705&type=HTML,기각
판례,618569,부당이득금·손해배상등,2024가합22393,2026.02.12,서울북부지방법원,민사,"가상자산 거래소의 시스템 오류로 과다 적립된 수수료를 외부 계정으로 이체한 피고가 부당이득 반환 의무를 부담하며, 거래소의 출금정지 및 계정이용제한조치는 적법하므로 피고의 반소청구는 기각됨.",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618569&type=HTML,"기각, 인용"
판례,616707,업무상배임·사전자기록등위작·위작사전자기록등행사[권한 있는 사람이 권한을 남용하여 전자기록에 관한 시스템에 정보를 입력하였는데 입력된 내용이 진실에 부합하는 경우 사전자기록등위작죄에서 말하는 위작의 범위에 해당하는지 여부],2024도9475,2026.02.12,대법원,형사,권한 있는 사람이 권한을 남용해 전자기록 시스템에 입력한 내용이 진실에 부합하는 경우 사전자기록등위작죄에서 말하는 허위의 정보에 해당하지 않음. 원심판결 중 유죄 부분을 모두 파기하고 사건을 환송함.,1천만 원 이하의 벌금,5년 이하의 징역 또는 1천만 원 이하의 벌금,원심판결】 서울남부지법 2024. 5. 28. 선고 2022노2081,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616707&type=HTML,
판례,616531,시정명령등취소,2024두55259,2026.01.29,대법원,일반행정,부당지원행위 및 부당한 이익제공행위 등에 대하여 시정명령 및 과징금납부명령이 부과됨,,,원심판결】 서울고법 2024. 8. 21. 선고 2022누47652,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616531&type=HTML,"시정명령, 과징금"
판례,618577,조정대상지역지정처분무효확인등,2025구합56119,2026.01.29,서울행정법원,일반행정,국토교통부장관이 9월 통계를 반영하지 않고 6~8월 통계를 기초로 조정대상지역을 지정한 처분이 재량권 일탈·남용에 해당하지 않는다고 판단하여 원고들의 청구를 모두 기각함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618577&type=HTML,기각
판례,616515,부당이득금,2024다292464,2026.01.29,대법원,민사,"유사수신행위로 지급된 영업수당에 대하여 불법원인급여의 반환을 청구한 사안에서, 피고들은 불법원인급여의 법리를 이유로 반환을 거부할 수 없다고 판단함",,,원심판결】 부산고법 2024. 9. 11. 선고 2024나50295,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616515&type=HTML,
판례,622943,공사대금,2024나78887,2026.01.16,수원지방법원,민사,"한국전력공사가 평택시를 상대로 제기한 공사대금 청구 소송에서, 법원은 원고의 보조참가신청을 각하하고 원고의 청구를 일부 인용함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=622943&type=HTML,"각하, 인용"
판례,615769,부가가치세및법인세부과처분취소,2023두45507,2026.01.15,대법원,세무,"환급창구운영사업자가 면세판매자 대리하여 부가가치세 환급해 주고 정산받은 용역이 부가가치세 면세 대상인 금전대부업과 유사한 용역에 해당하는지가 문제 된 사건에서, 금전대부업의 필수적 개념요소가 결여되어 금전대부업과 유사한 용역을 공급하였다고 보기 어렵다고 판단함",,,원심판결】 서울고법 2023. 5. 26. 선고 2022누70676,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=615769&type=HTML,인용
판례,615963,부당이득금반환청구의소,2024다294033,2026.01.15,대법원,민사,"가맹본부가 가맹점사업자로부터 수령한 차액가맹금에 대한 부당이득반환청구 소송에서, 상고를 모두 기각하고 소송수계신청 및 보조참가신청을 각하함",,,원심판결】 서울고법 2024. 9. 11. 선고 2022나2024467,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=615963&type=HTML,"기각, 각하"
판례,616019,증거인멸교사·증거인멸,2024도15728,2026.01.15,대법원,형사,"자신의 형사사건(양벌규정상 처벌 대상이 되는 법인의 업무에 관한 행위)과 관련된 증거를 인멸하거나 타인에게 이를 교사한 행위가 증거인멸죄 및 증거인멸교사죄에 해당하는지 여부가 쟁점이 된 사건으로, 원심판결 중 유죄 부분을 파기하고 환송함",,,원심판결】 서울중앙지법 2024. 9. 25. 선고 2023노1677,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616019&type=HTML,"고발, 기각, 파기환송"
