의안ID,의안번호,법안명,카테고리,제안자,대표발의자,제안일,소관위원회,처리상태,처리단계,처리결과,상임위회부일,상임위처리일,상임위결과,법사위회부일,법사위처리일,법사위결과,상태변경,상세링크,AI요약,최종수집일
PRC_H2G5E0F3N2M4L1J1R0S4R4T2R3Q5Y6,2209462,국회법 일부개정법률안,운영위,"배준영의원(국민의힘(前 통합당), 재선, 인천 중구강화군옹진군) 등 15인",배준영,2025-03-28,국회운영위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2G5E0F3N2M4L1J1R0S4R4T2R3Q5Y6,,2026-08-30 09:18
PRC_M2N5M0K3G2F4D1E1D0L6K4I2H3S2R5,2209461,조세특례제한법 일부개정법률안,재정경제기획위,"김도읍의원(국민의힘(前 통합당), 4선, 부산 강서구) 등 10인",김도읍,2025-03-28,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2N5M0K3G2F4D1E1D0L6K4I2H3S2R5,,2026-08-30 09:18
PRC_P2Q5P0X3V2U4T1U1C0A5Y5Z5Y6G7E5,2209459,교통약자의 이동편의 증진법 일부개정법률안,국토위,"김도읍의원(국민의힘(前 통합당), 4선, 부산 강서구) 등 10인",김도읍,2025-03-28,국토교통위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2Q5P0X3V2U4T1U1C0A5Y5Z5Y6G7E5,,2026-08-30 09:18
PRC_T2A5Z0A3Z2X7F1E5F2E1C0K5J7K5I3,2209456,국가재정법 일부개정법률안,재정경제기획위,"이언주의원(민주당, 3선, 경기 용인시정) 등 19인",이언주,2025-03-28,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2A5Z0A3Z2X7F1E5F2E1C0K5J7K5I3,,2026-08-30 09:18
PRC_D2B5A0Y3Z2I8G1F3D5E6G0P3N1M0K6,2209454,산림재난방지법 일부개정법률안,농해수위,"고동진의원(국민의힘, 초선, 서울 강남구병) 등 10인",고동진,2025-03-28,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2B5A0Y3Z2I8G1F3D5E6G0P3N1M0K6,,2026-08-30 09:18
PRC_Z2Y5X0F3G2F7E1D4K0J5I5G4H8P3O0,2209452,재난 및 안전관리 기본법 일부개정법률안,행안위,"서미화의원(더불어민주연합, 초선, 비례대표) 등 13인",서미화,2025-03-28,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2Y5X0F3G2F7E1D4K0J5I5G4H8P3O0,,2026-08-30 09:18
PRC_C2B5A0P3N2M7N1L1T5S0R2Q6R7T9B5,2209450,장애인복지법 일부개정법률안,복지위,"서미화의원(더불어민주연합, 초선, 비례대표) 등 18인",서미화,2025-03-28,보건복지위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2B5A0P3N2M7N1L1T5S0R2Q6R7T9B5,,2026-08-30 09:18
PRC_A2Y5X0Y3X2F7D1C0C0B7X4V5W7V3T0,2209448,대통령기록물 관리에 관한 법률 일부개정법률안,행안위,"신정훈의원(민주당, 3선, 전남 나주시화순군) 등 25인",신정훈,2025-03-28,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Y5X0Y3X2F7D1C0C0B7X4V5W7V3T0,,2026-08-30 09:18
PRC_Q2O5P0O3W2V7T1S4T0B3A5A8B1A7I5,2209447,화재의 예방 및 안전관리에 관한 법률 일부개정법률안,행안위,"서미화의원(더불어민주연합, 초선, 비례대표) 등 14인",서미화,2025-03-28,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2O5P0O3W2V7T1S4T0B3A5A8B1A7I5,,2026-08-30 09:18
PRC_K2L5J0J3I0Q6Q1P7P1O1O5N4U3V9U6,2209446,건설기술 진흥법 일부개정법률안,국토위,"안태준의원(민주당, 초선, 경기 광주시을) 등 10인",안태준,2025-03-28,국토교통위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2L5J0J3I0Q6Q1P7P1O1O5N4U3V9U6,,2026-08-30 09:18
PRC_P2X5V0W3U0V5T0U8P0O8O0N2N1M5M3,2209445,주택임대차보호법 일부개정법률안,법사위,"권향엽의원(민주당, 초선, 전남 순천시광양시곡성군구례군을) 등 10인",권향엽,2025-03-28,법제사법위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2X5V0W3U0V5T0U8P0O8O0N2N1M5M3,,2026-08-30 09:18
PRC_M2M5L0K3L2K4S1Q5R2Q3P1X5V0W4V0,2209443,산업안전보건법 일부개정법률안,기후에너지환경노동위,"강득구의원(민주당, 재선, 경기 안양시만안구) 등 12인",강득구,2025-03-28,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2M5L0K3L2K4S1Q5R2Q3P1X5V0W4V0,,2026-08-30 09:18
PRC_G2G5E0F2D2E5C1K5L5J8K1I7J4H7D1,2209442,디자인보호법 일부개정법률안,산자위,"김종민의원(새로운미래(前 민주당), 3선, 세종특별자치시갑) 등 12인",김종민,2025-03-28,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2G5E0F2D2E5C1K5L5J8K1I7J4H7D1,,2026-08-30 09:18
PRC_N2M5T0V2T2T5S1Q6Q0N0N0L5K7K0I2,2209441,상표법 일부개정법률안,산자위,"김종민의원(새로운미래(前 민주당), 3선, 세종특별자치시갑) 등 12인",김종민,2025-03-28,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2M5T0V2T2T5S1Q6Q0N0N0L5K7K0I2,,2026-08-30 09:18
PRC_N2M5L0H3F1G8E1D5L2K0K0J2I2Q7O4,2209440,장애인고용촉진 및 직업재활법 일부개정법률안,기후에너지환경노동위,"박해철의원(민주당, 초선, 경기 안산시병) 등 11인",박해철,2025-03-28,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2M5L0H3F1G8E1D5L2K0K0J2I2Q7O4,,2026-08-30 09:18
PRC_K2I5I0H2H1P9Q1O0M3N3L4M7I2I7H7,2209439,근로기준법 일부개정법률안,기후에너지환경노동위,"정청래의원(민주당, 4선, 서울 마포구을) 등 10인",정청래,2025-03-28,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2I5I0H2H1P9Q1O0M3N3L4M7I2I7H7,,2026-08-30 09:18
PRC_G2E5D0E3M1L8J1I5I2R0Q2O6N8N9V4,2209438,최저임금법 일부개정법률안,기후에너지환경노동위,"박해철의원(민주당, 초선, 경기 안산시병) 등 10인",박해철,2025-03-28,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2E5D0E3M1L8J1I5I2R0Q2O6N8N9V4,,2026-08-30 09:18
PRC_O2M4L1J0K3S0R1P4Q1P0X2V9W0V3T1,2209437,한국도로교통공단법 일부개정법률안,행안위,"김상욱의원(국민의힘, 초선, 울산 남구갑) 등 11인",김상욱,2025-03-28,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2M4L1J0K3S0R1P4Q1P0X2V9W0V3T1,,2026-08-30 09:18
PRC_X2Y5G0G2E2D5D1C5C5Y6Z4X2X1W1U6,2209436,부정경쟁방지 및 영업비밀보호에 관한 법률 일부개정법률안,산자위,"김종민의원(새로운미래(前 민주당), 3선, 세종특별자치시갑) 등 13인",김종민,2025-03-28,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2Y5G0G2E2D5D1C5C5Y6Z4X2X1W1U6,,2026-08-30 09:18
PRC_O2P5O0O2M0N3M0T9U0S8S2R5S8Q4Y8,2209435,조세특례제한법 일부개정법률안,재정경제기획위,"전진숙의원(민주당, 초선, 광주 북구을) 등 10인",전진숙,2025-03-28,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2P5O0O2M0N3M0T9U0S8S2R5S8Q4Y8,,2026-08-30 09:18
PRC_X2V4W0D6E0D5D1B4A4B2I1J2H7I2G8,2209434,인권정책기본법안,법사위,"김영배의원(새천년민주당(前 새정치국민회의), 6선, 서울특별시 양천구을) 등 11인",김영배,2025-03-28,법제사법위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2V4W0D6E0D5D1B4A4B2I1J2H7I2G8,,2026-08-30 09:18
PRC_Z2X4W1S0Q3P0Q1P4X0V9U1T8U5C4A2,2209433,한국석유공사법 일부개정법률안,산자위,"김상욱의원(국민의힘, 초선, 울산 남구갑) 등 11인",김상욱,2025-03-28,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2X4W1S0Q3P0Q1P4X0V9U1T8U5C4A2,,2026-08-30 09:18
PRC_K2J5K0I3H2Q7O0N9L4U2V1T2S4Y3Z4,2209432,국회법 일부개정법률안,운영위,"이인선의원(국민의힘, 재선, 대구 수성구을) 등 10인",이인선,2025-03-28,국회운영위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2J5K0I3H2Q7O0N9L4U2V1T2S4Y3Z4,,2026-08-30 09:18
PRC_K2I4H1G0O3N0O1M4L1T0S5Q9R7Q9Y7,2209431,한국환경공단법 일부개정법률안,기후에너지환경노동위,"김상욱의원(국민의힘, 초선, 울산 남구갑) 등 11인",김상욱,2025-03-28,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2I4H1G0O3N0O1M4L1T0S5Q9R7Q9Y7,,2026-08-30 09:18
PRC_M2U4S1R0Q3Y0X1X4W1V0R0Q0O6Y5F2,2209430,한국관광공사법 일부개정법률안,문체위,"김상욱의원(국민의힘, 초선, 울산 남구갑) 등 11인",김상욱,2025-03-28,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2U4S1R0Q3Y0X1X4W1V0R0Q0O6Y5F2,,2026-08-30 09:18
PRC_O2P5N0N2M2K7L1S6T4S2S1Q7P8Q4L7,2209429,치매관리법 일부개정법률안,복지위,"전진숙의원(민주당, 초선, 광주 북구을) 등 11인",전진숙,2025-03-28,보건복지위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2P5N0N2M2K7L1S6T4S2S1Q7P8Q4L7,,2026-08-30 09:18
PRC_O2P4O0O8K1K3I1J0I4G1G4O5P2N6O7,2209428,1인 창조기업 육성에 관한 법률 일부개정법률안,산자위,"김장겸의원(국민의미래, 초선, 비례대표) 등 11인",김장겸,2025-03-28,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2P4O0O8K1K3I1J0I4G1G4O5P2N6O7,,2026-08-30 09:18
PRC_C2B5A0I3G1H9G1E8M4N7M3K1J0J9G4,2209427,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,농해수위,"김재원의원(조국혁신당, 초선, 비례대표) 등 10인",김재원,2025-03-28,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2025-03-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2B5A0I3G1H9G1E8M4N7M3K1J0J9G4,,2026-08-30 09:18
PRC_C2K5J0J3I2G7O0N9O5N1M1H9G2H6G2,2209425,형법 일부개정법률안,법사위,"나경원의원(국민의힘(前 새누리당), 5선, 서울 동작구을) 등 29인",나경원,2025-03-27,법제사법위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2K5J0J3I2G7O0N9O5N1M1H9G2H6G2,,2026-08-30 09:18
PRC_I2Q5O0N3O2N6V0T8S3T3R2A8Y8X7Y3,2209424,서해수호기념관 건립 및 운영에 관한 법률안,정무위,"나경원의원(국민의힘(前 새누리당), 5선, 서울 동작구을) 등 32인",나경원,2025-03-27,정무위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2Q5O0N3O2N6V0T8S3T3R2A8Y8X7Y3,,2026-08-30 09:18
PRC_J2H5G0H3F2N7L0M9L2K0G5E8F5D8C3,2209423,도시가스사업법 일부개정법률안,산자위,"허성무의원(민주당, 초선, 경남 창원시성산구) 등 10인",허성무,2025-03-27,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2H5G0H3F2N7L0M9L2K0G5E8F5D8C3,,2026-08-30 09:18
PRC_H2G5F0G3E2M7L1M0K2J6S4Q1O4P9O9,2209421,의료법 일부개정법률안,복지위,"김정호의원(민주당, 3선, 경남 김해시을) 등 14인",김정호,2025-03-27,보건복지위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2G5F0G3E2M7L1M0K2J6S4Q1O4P9O9,,2026-08-30 09:18
PRC_Y2Z5X0G3E2D7E1C0R2Q6P0Q9O6W9U8,2209420,공직자윤리법 일부개정법률안,행안위,"김정호의원(민주당, 3선, 경남 김해시을) 등 13인",김정호,2025-03-27,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2Z5X0G3E2D7E1C0R2Q6P0Q9O6W9U8,,2026-08-30 09:18
PRC_P2N5V0U3V2U6S1A1Z3Z9Y3X1F6I3G5,2209419,게임산업진흥에 관한 법률 일부개정법률안,문체위,"민형배의원(민주당, 재선, 광주 광산구을) 등 11인",민형배,2025-03-27,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2N5V0U3V2U6S1A1Z3Z9Y3X1F6I3G5,,2026-08-30 09:18
PRC_U2T5A0Z3H2F4E1F8E1M3K1J3K8I5Q7,2209415,국회사무처법 일부개정법률안,운영위,"김병주의원(민주당(前 더불어시민당), 재선, 경기 남양주시을) 등 12인",김병주,2025-03-27,국회운영위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2T5A0Z3H2F4E1F8E1M3K1J3K8I5Q7,,2026-08-30 09:18
PRC_J2Y5W0V3W2V6D1B1A4B1Z3H0G3H7F8,2209408,공직자윤리법 일부개정법률안,행안위,"민형배의원(민주당, 재선, 광주 광산구을) 등 11인",민형배,2025-03-27,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2Y5W0V3W2V6D1B1A4B1Z3H0G3H7F8,,2026-08-30 09:18
PRC_G2F5D0C3Y2X6X1W1U4C1D4C9B5Z3H1,2209407,평생교육법 일부개정법률안,교육위,"민형배의원(민주당, 재선, 광주 광산구을) 등 11인",민형배,2025-03-27,교육위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2F5D0C3Y2X6X1W1U4C1D4C9B5Z3H1,,2026-08-30 09:18
PRC_S2R5Q0Y3W2X0W1U6C2B4C3A6Z8V1W6,2209406,주민등록법 일부개정법률안,행안위,"이종배의원(국민의힘(前 통합당), 4선, 충북 충주시) 등 11인",이종배,2025-03-27,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2R5Q0Y3W2X0W1U6C2B4C3A6Z8V1W6,,2026-08-30 09:18
PRC_U2T5P0O3M2N6L1U7S1U2T2U2S9B2Z6,2209403,국회법 일부개정법률안,운영위,"엄태영의원(국민의힘(前 통합당), 재선, 충북 제천시단양군) 등 10인",엄태영,2025-03-27,국회운영위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2T5P0O3M2N6L1U7S1U2T2U2S9B2Z6,,2026-08-30 09:18
PRC_U2T5R0S3Q2Y0X1Y4X0V0D4C9B7C6A3,2209401,동물보호법 일부개정법률안,농해수위,"송옥주의원(민주당, 3선, 경기 화성시갑) 등 10인",송옥주,2025-03-27,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2T5R0S3Q2Y0X1Y4X0V0D4C9B7C6A3,,2026-08-30 09:18
PRC_O2W5C0A3Z2H4G1H1F0E3Z0A7Z5X8W8,2209400,발명진흥법 일부개정법률안,산자위,"김동아의원(민주당, 초선, 서울 서대문구갑) 등 14인",김동아,2025-03-27,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2W5C0A3Z2H4G1H1F0E3Z0A7Z5X8W8,,2026-08-30 09:18
PRC_E2C5E0N3L1K8J1J3R4Q4P1N1O7W7U3,2209399,민법 일부개정법률안,법사위,"강선영의원(국민의미래, 초선, 비례대표) 등 10인",강선영,2025-03-27,법제사법위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2C5E0N3L1K8J1J3R4Q4P1N1O7W7U3,,2026-08-30 09:18
PRC_V2T5U0C3B2A4Y1Z3H3G4E4F2E2A3Y5,2209398,근로기준법 일부개정법률안,기후에너지환경노동위,"조경태의원(국민의힘(前 통합당), 6선, 부산 사하구을) 등 11인",조경태,2025-03-27,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2T5U0C3B2A4Y1Z3H3G4E4F2E2A3Y5,,2026-08-30 09:18
PRC_N2L5N0U2V2T7S1S8Q1R4N5N1M3M3L6,2209396,지방세특례제한법 일부개정법률안,행안위,"최보윤의원(국민의미래, 초선, 비례대표) 등 10인",최보윤,2025-03-27,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2L5N0U2V2T7S1S8Q1R4N5N1M3M3L6,,2026-08-30 09:18
PRC_D2E4C0D9B1C2Y2W1W4V4V0T9U7C5D9,2209395,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,산자위,"최보윤의원(국민의미래, 초선, 비례대표) 등 10인",최보윤,2025-03-27,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2E4C0D9B1C2Y2W1W4V4V0T9U7C5D9,,2026-08-30 09:18
PRC_M2L5M0K3J2F6D1E5D2R9P5M2L1L5K8,2209393,산업안전보건법 일부개정법률안,기후에너지환경노동위,"박홍배의원(더불어민주연합, 초선, 비례대표) 등 10인",박홍배,2025-03-27,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2L5M0K3J2F6D1E5D2R9P5M2L1L5K8,,2026-08-30 09:18
PRC_B2C5A0Z2Z0H6H1G1H0F8F3D1M9M5K1,2209392,대기환경보전법 일부개정법률안,기후에너지환경노동위,"최보윤의원(국민의미래, 초선, 비례대표) 등 10인",최보윤,2025-03-27,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2C5A0Z2Z0H6H1G1H0F8F3D1M9M5K1,,2026-08-30 09:18
PRC_K2I5H0D3B2A6B1A1I0G2H5G8E8M5N5,2209381,참전유공자 예우 및 단체설립에 관한 법률 일부개정법률안,정무위,"조지연의원(국민의힘, 초선, 경북 경산시) 등 15인",조지연,2025-03-26,정무위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2I5H0D3B2A6B1A1I0G2H5G8E8M5N5,,2026-08-30 09:18
PRC_H2F5E0F3D2L0K1L3J5I9Q2R3P7O8M9,2209377,동물보호법 일부개정법률안,농해수위,"송옥주의원(민주당, 3선, 경기 화성시갑) 등 11인",송옥주,2025-03-26,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2F5E0F3D2L0K1L3J5I9Q2R3P7O8M9,,2026-08-30 09:18
PRC_A2Z5X0Y2W1W2E1F1D2E6C5B8B2X6X2,2209375,건강기능식품에 관한 법률 일부개정법률안,복지위,"이개호의원(민주당, 4선, 전남 담양군함평군영광군장성군) 등 11인",이개호,2025-03-26,보건복지위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Z5X0Y2W1W2E1F1D2E6C5B8B2X6X2,,2026-08-30 09:18
PRC_W2W5E0D3D0C6C1A0B3J2H4I0H4H5F5,2209374,총포·도검·화약류 등의 안전관리에 관한 법률 일부개정법률안,행안위,"진종오의원(국민의미래, 초선, 비례대표) 등 11인",진종오,2025-03-26,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2W5E0D3D0C6C1A0B3J2H4I0H4H5F5,,2026-08-30 09:18
PRC_C2A5B0J2J1I9I1H0H1F3O3O6M6N4M4,2209373,궤도운송법 일부개정법률안,국토위,"진종오의원(국민의미래, 초선, 비례대표) 등 11인",진종오,2025-03-26,국토교통위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2A5B0J2J1I9I1H0H1F3O3O6M6N4M4,,2026-08-30 09:18
PRC_A2Y5Z0X3W2E1F1D5C0B2X4W4X8V8T7,2209367,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,대규모유통업법,"오세희의원(더불어민주연합, 초선, 비례대표) 등 10인",오세희,2025-03-26,정무위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Y5Z0X3W2E1F1D5C0B2X4W4X8V8T7,판매촉진비용 부당 전가 행위에 대한 과징금 상한을 높이고 징벌적 손해배상 제도를 도입해 중소 납품업체를 보호합니다.,2026-08-30 09:18
PRC_K2G5F0D3E2C0L1K8I1J5H1J9R4S8R7,2209366,국가공무원법 일부개정법률안,행안위,"최보윤의원(국민의미래, 초선, 비례대표) 등 10인",최보윤,2025-03-26,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2G5F0D3E2C0L1K8I1J5H1J9R4S8R7,,2026-08-30 09:18
PRC_I2Q5P0N3O2N0V1T8S1T4R1G4F0E3F7,2209365,지방공무원법 일부개정법률안,행안위,"최보윤의원(국민의미래, 초선, 비례대표) 등 10인",최보윤,2025-03-26,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2Q5P0N3O2N0V1T8S1T4R1G4F0E3F7,,2026-08-30 09:18
PRC_N2M5U0S3R2P0Q1N8L1K3I3J6R3P1O9,2209364,행정절차법 일부개정법률안,행안위,"최보윤의원(국민의미래, 초선, 비례대표) 등 10인",최보윤,2025-03-26,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2M5U0S3R2P0Q1N8L1K3I3J6R3P1O9,,2026-08-30 09:18
PRC_Y2W5V0U3C2B4A1A1Z0H3G3F9D2E9M9,2209363,부정경쟁방지 및 영업비밀보호에 관한 법률 일부개정법률안,산자위,"김동아의원(민주당, 초선, 서울 서대문구갑) 등 14인",김동아,2025-03-26,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2W5V0U3C2B4A1A1Z0H3G3F9D2E9M9,,2026-08-30 09:18
PRC_Y2X5W0E3D2B4C1A1I0H4G5H7F1N2M5,2209362,상표법 일부개정법률안,산자위,"김동아의원(민주당, 초선, 서울 서대문구갑) 등 14인",김동아,2025-03-26,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2X5W0E3D2B4C1A1I0H4G5H7F1N2M5,,2026-08-30 09:18
PRC_Q2Z5G0F3D2B5Y0Z9X0V7U0D1B3C1B4,2209359,민간임대주택에 관한 특별법 일부개정법률안,국토위,"이연희의원(민주당, 초선, 충북 청주시흥덕구) 등 16인",이연희,2025-03-26,국토교통위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2Z5G0F3D2B5Y0Z9X0V7U0D1B3C1B4,,2026-08-30 09:18
PRC_O2X5X0W3V2T5U0C9B0A6Y2Z9H3F9E5,2209358,인천국제공항공사법 일부개정법률안,국토위,"이연희의원(민주당, 초선, 충북 청주시흥덕구) 등 15인",이연희,2025-03-26,국토교통위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2X5X0W3V2T5U0C9B0A6Y2Z9H3F9E5,,2026-08-30 09:18
PRC_U2S5A0B3Z2Y4X1T4U5S6G4F1E1E7A5,2209357,긴급복지지원법 일부개정법률안,복지위,"서명옥의원(국민의힘, 초선, 서울 강남구갑) 등 10인",서명옥,2025-03-26,보건복지위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2S5A0B3Z2Y4X1T4U5S6G4F1E1E7A5,,2026-08-30 09:18
