법령명,법령약칭,법령구분,조문,유형,개정일,위반요건,형벌_징역,형벌_벌금,과태료,과징금,산정기준별표,산정기준상세,최종수집일
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제43조(과징금),과징금,20260512,"제43조(과징금) 공정거래위원회는 부당한 공동행위가 있을 때에는 그 사업자에게 대통령령으로 정하는 매출액에 100분의 20을 곱한 금액을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 매출액이 없는 경우등에는 40억원을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다.",,,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제53조(과징금),과징금,20260512,"제53조(과징금) ① 공정거래위원회는 제51조제1항을 위반하는 행위가 있을 때에는 해당 사업자단체에 10억원의 범위에서 과징금을 부과할 수 있다. ② 공정거래위원회는 제51조제1항제1호를 위반하는 행위에 참가한 사업자에게 대통령령으로 정하는 매출액에 100분의 20을 곱한 금액을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 매출액이 없는 경우등에는 40억원을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. ③ 공정거래위원회는 제51조제1항제2호부터 제4호까지의 규정을 위반하는 행위에 참가한 사업자에게 대통령령으로 정하는 매출액에 100분의 10을 곱한 금액을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 매출액이 없는 경우등에는 20억원을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다.",,,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제50조(과징금),과징금,20260512,"제50조(과징금) ① 공정거래위원회는 제45조제1항(제9호는 제외한다), 제46조 또는 제48조를 위반하는 행위가 있을 때에는 해당 사업자에게 대통령령으로 정하는 매출액에 100분의 4를 곱한 금액을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 매출액이 없는 경우등에는 10억원을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. ② 공정거래위원회는 제45조제1항제9호 또는 같은 조 제2항, 제47조제1항 또는 제3항을 위반하는 행위가 있을 때에는 해당 특수관계인 또는 회사에 대통령령으로 정하는 매출액에 100분의 10을 곱한 금액을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 매출액이 없는 경우등에는 40억원을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다.",,,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제124조(벌칙),벌칙(형사처벌),20260512,"제124조(벌칙) ① 다음 각 호의 어느 하나에 해당하는 자는 3년 이하의 징역 또는 2억원 이하의 벌금에 처한다. 1. 제5조를 위반하여 남용행위를 한 자 2. 제13조 또는 제36조를 위반하여 탈법행위를 한 자 3. 제15조, 제23조, 제25조 또는 제39조를 위반하여 의결권을 행사한 자 4. 제18조제2항부터 제5항까지의 규정을 위반한 자 5. 제19조를 위반하여 지주회사를 설립하거나 지주회사로 전환한 자 6. 제20조제2항 또는 제3항을 위반한 자 7. 제21조 또는 제22조를 위반하여 주식을 취득하거나 소유하고 있는 자 8. 제24조를 위반하여 채무보증을 하고 있는 자 9. 제40조제1항을 위반하여 부당한 공동행위를 한 자 또는 이를 하도록 한 자 10. 제45조제1항제9호, 제47조제1항 또는 제4항을 위반한 자 11. 제48조를 위반한 자 12. 제51조제1항제1호를 위반하여 사업자단체의 금지행위를 한 자 13. 제81조제2항에 따른 조사 시 폭언ㆍ폭행, 고의적인 현장진입 저지ㆍ지연 등을 통하여 조사를 거부ㆍ방해 또는 기피한 자 ② 제1항의 징역형과 벌금형은 병과(倂科)할 수 있다.",3년 이하의 징역,2억원 이하의 벌금,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제130조(과태료),과태료,20260512,"제130조(과태료) ① 사업자, 사업자단체, 공시대상기업집단에 속하는 회사를 지배하는 동일인 또는 그 동일인의 특수관계인인 공익법인이 다음 각 호의 어느 하나에 해당하는 경우에는 1억원 이하, 회사ㆍ사업자단체ㆍ공익법인의 임원 또는 종업원, 그 밖의 이해관계인이 다음 각 호의 어느 하나에 해당하는 경우에는 1천만원 이하의 과태료를 부과한다. 1. 제11조제1항, 제2항 또는 제6항에 따른 기업결합의 신고를 하지 아니하거나 거짓의 신고를 한 자 또는 같은 조 제8항을 위반한 자 2. 제20조제3항제2호ㆍ제3호를 위반하여 금융업 또는 보험업을 영위한 자 3. 제20조제4항ㆍ제5항에 따른 보고를 하지 아니한 자 또는 주요내용을 누락하거나 거짓으로 보고를 한 자 4. 제26조부터 제29조까지의 규정에 따른 공시를 하는 경우에 이사회의 의결을 거치지 아니하거나 공시를 하지 아니한 자 또는 주요 내용을 누락하거나 거짓으로 공시한 자 5. 제32조제3항에 따른 자료제출 요청에 대하여 정당한 이유 없이 자료를 제출하지 아니하거나 거짓의 자료를 제출한 자 6. 제81조제1항제1호를 위반하여 정당한 이유 없이 출석을 하지 아니한 자 7. 제87조제2항에 따른 자료제출 요구에 대하여 정당한 이유 없이 자료를 제출하지 아니하거나 거짓의 자료를 제출한 자 ② 제66조를 위반하여 질서유지의 명령을 따르지 아니한 사람에게는 100만원 이하의 과태료를 부과한다. ③ 제1항 또는 제2항에 따른 과태료는 대통령령으로 정하는 바에 따라 공정거래위원회가 부과ㆍ징수한다. 이 경우 제1항제4호에 따른 과태료는 공정거래위원회가 시정 여부, 위반의 정도, 위반의 동기 및 그 결과 등을 고려하여 대통령령으로 정하는 기준에 따라 면제할 수 있다. <개정 2024.2.6> ④ 제1항 또는 제2항에 따른 과태료의 부과ㆍ징수에 관하여는 제102조제2항부터 제4항까지의 규정을 준용한다. 이 경우 ""과징금""은 ""과태료""로 본다.",,,1천만원 이하의 과태료 / 100만원 이하의 과태료,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제128조(양벌규정),양벌규정,20260512,"제128조(양벌규정) 법인(법인격이 없는 단체를 포함한다. 이하 이 조에서 같다)의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제124조부터 제126조까지의 어느 하나에 해당하는 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금형을 과(科)한다. 다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다.",,,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제127조(벌칙),벌칙(형사처벌),20260512,제127조(벌칙) ① 국내외에서 정당한 이유 없이 제112조제1항에 따른 비밀유지명령을 위반한 자는 2년 이하의 징역 또는 2천만원 이하의 벌금에 처한다. ② 제1항의 죄는 비밀유지명령을 신청한 자의 고소가 없으면 공소를 제기할 수 없다. ③ 제119조를 위반한 자는 2년 이하의 징역 또는 200만원 이하의 벌금에 처한다.,2년 이하의 징역,2천만원 이하의 벌금 / 200만원 이하의 벌금,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제126조(벌칙),벌칙(형사처벌),20260512,제126조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 1억원 이하의 벌금에 처한다. 1. 제17조를 위반하여 지주회사의 설립 또는 전환의 신고를 하지 아니하거나 거짓으로 신고한 자 2. 제18조제7항을 위반하여 해당 지주회사등의 사업내용에 관한 보고서를 제출하지 아니하거나 거짓으로 보고서를 제출한 자 3. 제30조제1항 및 제2항을 위반하여 주식소유 현황 또는 채무보증 현황의 신고를 하지 아니하거나 거짓으로 신고한 자 4. 거짓으로 감정을 한 제81조제1항제2호에 따른 감정인,,1억원 이하의 벌금,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제125조(벌칙),벌칙(형사처벌),20260512,"제125조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억5천만원 이하의 벌금에 처한다. 1. 제7조제1항, 제14조제1항, 제37조제1항, 제42조제1항, 제49조제1항 및 제52조제1항에 따른 시정조치에 따르지 아니한 자 2. 제31조제4항에 따른 자료제출 요청에 대하여 정당한 이유 없이 자료 제출을 거부하거나 거짓의 자료를 제출한 자 3. 제31조제5항을 위반하여 공인회계사의 회계감사를 받지 아니한 자 4. 제45조제1항(제1호ㆍ제2호ㆍ제3호ㆍ제7호 및 제9호는 제외한다)을 위반하여 불공정거래행위를 한 자 5. 제51조제1항제3호를 위반하여 사업자단체의 금지행위를 한 자 6. 제81조제1항제3호 또는 같은 조 제6항에 따른 보고 또는 필요한 자료나 물건을 제출하지 아니하거나 거짓의 보고 또는 자료나 물건을 제출한 자 7. 제81조제2항에 따른 조사 시 자료의 은닉ㆍ폐기, 접근 거부 또는 위조ㆍ변조 등을 통하여 조사를 거부ㆍ방해 또는 기피한 자",2년 이하의 징역,1억5천만원 이하의 벌금,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제123조(벌칙 적용 시의 공무원 의제),벌칙(형사처벌),20260512,"제123조(벌칙 적용 시의 공무원 의제) ① 공정거래위원회의 위원 중 공무원이 아닌 위원은 「형법」이나 그 밖의 법률에 따른 벌칙을 적용할 때에는 공무원으로 본다. ② 다음 각 호의 어느 하나에 해당하는 사람은 「형법」 제129조부터 제132조까지의 규정에 따른 벌칙을 적용할 때에는 공무원으로 본다. <개정 2023.6.20> 1. 제73조부터 제77조까지, 제77조의2, 제78조 및 제79조에 따른 분쟁의 조정업무를 담당하거나 담당하였던 사람 2. 제90조에 따른 동의의결 이행관리 업무를 담당하거나 담당하였던 사람 3. 제97조의2에 따른 시정조치 이행관리 업무를 담당하거나 담당하였던 사람",,,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제106조(과징금 환급가산금),과징금,20260512,"제106조(과징금 환급가산금) 공정거래위원회가 이의신청의 재결 또는 법원의 판결 등의 사유로 과징금을 환급하는 경우에는 과징금을 납부한 날부터 환급한 날까지의 기간에 대하여 대통령령으로 정하는 바에 따라 환급가산금을 지급하여야 한다. 다만, 법원의 판결에 따라 과징금 부과처분이 취소되어 그 판결이유에 따라 새로운 과징금을 부과하는 경우에는 당초 납부한 과징금에서 새로 부과하기로 결정한 과징금을 공제한 나머지 금액에 대해서만 환급가산금을 계산하여 지급한다.",,,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제105조(과징금 징수 및 체납처분),과징금,20260512,"제105조(과징금 징수 및 체납처분) ① 공정거래위원회는 과징금납부의무자가 납부기한까지 과징금을 납부하지 아니한 경우에는 납부기한의 다음 날부터 납부한 날까지의 기간에 대하여 연 100분의 40의 범위에서 「은행법」에 따른 은행의 연체이자율을 고려하여 대통령령으로 정하는 바에 따라 가산금을 징수한다. 이 경우 가산금을 징수하는 기간은 60개월을 초과할 수 없다. ② 공정거래위원회는 과징금납부의무자가 납부기한까지 과징금을 납부하지 아니하였을 때에는 기간을 정하여 독촉을 하고, 그 기간 내에 과징금 및 제1항에 따른 가산금을 납부하지 아니하였을 때에는 국세체납처분의 예에 따라 이를 징수할 수 있다. ③ 공정거래위원회는 제1항 및 제2항에 따른 과징금 및 가산금의 징수 또는 체납처분에 관한 업무를 대통령령으로 정하는 바에 따라 국세청장에게 위탁할 수 있다. ④ 공정거래위원회는 체납된 과징금의 징수를 위하여 필요하다고 인정되는 경우에는 국세청장에게 과징금을 체납한 자에 대한 국세과세에 관한 정보의 제공을 요청할 수 있다. ⑤ 과징금 업무를 담당하는 공무원이 과징금의 징수를 위하여 필요할 때에는 등기소 또는 다른 관계 행정기관의 장에게 무료로 필요한 서류의 열람이나 복사 또는 그 등본이나 초본의 발급을 청구할 수 있다. ⑥ 제1항부터 제5항까지에서 규정한 사항 외에 과징금의 징수에 관하여 필요한 사항은 대통령령으로 정한다.",,,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제104조(과징금의 연대납부의무),과징금,20260512,제104조(과징금의 연대납부의무) ① 과징금을 부과받은 회사인 사업자가 분할 또는 분할합병되는 경우(부과일에 분할 또는 분할합병되는 경우를 포함한다) 그 과징금은 다음 각 호의 회사가 연대하여 납부할 책임을 진다. 1. 분할되는 회사 2. 분할 또는 분할합병으로 설립되는 회사 3. 분할되는 회사의 일부가 다른 회사에 합병된 후 그 다른 회사가 존속하는 경우 그 다른 회사 ② 과징금을 부과받은 회사인 사업자가 분할 또는 분할합병으로 해산되는 경우(부과일에 해산되는 경우를 포함한다) 그 과징금은 다음 각 호의 회사가 연대하여 납부할 책임을 진다. 1. 분할 또는 분할합병으로 설립되는 회사 2. 분할되는 회사의 일부가 다른 회사에 합병된 후 그 다른 회사가 존속하는 경우 그 다른 회사,,,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률,공정거래법,법률,제103조(과징금 납부기한의 연기 및 분할납부),과징금,20260512,"제103조(과징금 납부기한의 연기 및 분할납부) ① 공정거래위원회는 과징금의 금액이 대통령령으로 정하는 기준을 초과하는 경우로서 다음 각 호의 어느 하나에 해당하는 사유로 과징금을 부과받은 자(이하 ""과징금납부의무자""라 한다)가 과징금의 전액을 일시에 납부하기가 어렵다고 인정될 때에는 그 납부기한을 연기하거나 분할납부하게 할 수 있다. 이 경우 필요하다고 인정할 때에는 담보를 제공하게 할 수 있다. 1. 재해 또는 도난 등으로 재산에 현저한 손실이 생긴 경우 2. 사업여건의 악화로 사업이 중대한 위기에 처한 경우 3. 과징금의 일시납부에 따라 자금사정에 현저한 어려움이 예상되는 경우 4. 그 밖에 제1호부터 제3호까지에 준하는 사유가 있는 경우 ② 과징금납부의무자가 제1항에 따른 과징금 납부기한의 연기 또는 분할납부를 신청하려는 경우에는 과징금 납부를 통지받은 날부터 30일 이내에 공정거래위원회에 신청하여야 한다. ③ 공정거래위원회는 제1항에 따라 납부기한이 연기되거나 분할납부가 허용된 과징금납부의무자가 다음 각 호의 어느 하나에 해당하게 된 경우에는 그 납부기한의 연기 또는 분할납부 결정을 취소하고 일시에 징수할 수 있다. 1. 분할납부 결정된 과징금을 그 납부기한까지 납부하지 아니한 경우 2. 담보의 변경 또는 그 밖에 담보보전에 필요한 공정거래위원회의 명령을 이행하지 아니한 경우 3. 강제집행, 경매의 개시, 파산선고, 법인의 해산, 국세 또는 지방세의 체납처분 등으로 과징금의 전부 또는 잔여분을 징수할 수 없다고 인정되는 경우 4. 제1항에 따른 사유가 해소되어 과징금을 일시에 납부할 수 있다고 인정되는 경우 ④ 제1항부터 제3항까지의 규정에 따른 과징금 납부기한의 연기 또는 분할납부 등에 필요한 사항은 대통령령으로 정한다.",,,,과징금 납부를 통지받은 날부터 30일 이내,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률 시행령,공정거래법 시행령,대통령령,제84조(과징금의 부과기준),과징금,20260324,제84조(과징금의 부과기준) 법 제102조제1항에 따른 법 제8조ㆍ제38조ㆍ제43조ㆍ제50조 및 제53조의 과징금의 부과기준은 별표 6과 같다.,,,,,위반행위의 과징금 부과기준(제84조 관련),"[위반행위의 과징금 부과기준(제84조 관련)]
■ 독점규제 및 공정거래에 관한 법률 시행령 [별표 6] <개정 2024. 6. 11.> 위반행위의 과징금 부과기준(제84조 관련) 1. 과징금 부과 여부의 결정 과징금은 위반행위의 내용 및 정도를 우선적으로 고려하고 시장상황 등을 종합적 으로 참작하여 그 부과 여부를 결정하되, 다음 각 목의 어느 하나에 해당하는 경 우에는 다른 특별한 사유가 없는 한 과징금을 부과한다. 가. 자유롭고 공정한 경쟁질서를 크게 저해하는 경우 나. 소비자 등에게 미치는 영향이 큰 경우 다. 위반행위로 부당이득이 발생한 경우 라. 그 밖에 가목부터 다목까지에 준하는 경우로서 공정거래위원회가 정하여 고시 하는 경우 2. 과징금의 산정기준 과징금은 법 제102조제1항 각 호에서 정한 사유와 이에 영향을 미치는 사항을 고 려하여 산정하되, 위반행위 유형에 따른 기본 산정기준에 위반행위의 기간 및 횟 수 등에 따른 조정, 위반사업자의 고의ㆍ과실 등에 따른 조정을 거쳐 부과과징금 을 산정한다. 가. 위반행위 유형에 따른 기본 산정기준 법 제102조제1항제1호에 따른 위반행위의 내용 및 정도에 따라 위반행위의 중 대성 정도를 ""중대성이 약한 위반행위"", ""중대한 위반행위"", ""매우 중대한 위반 행위""로 구분하고, 위반행위의 중대성의 정도별로 다음의 기준에 따라 산정한 다. ┌─────────┬───────┬──────┬────────────────┐ │위반행위 유형 │세부 유형 │근거 법조문 │기본 산정기준 │ ├─────────┼───────┼──────┼────────────────┤ │1) 시장지배적지위 │시장지배적 │법 제8조 │관련매출액에 100분의 6을 곱한 │ │의 남용행위 │지위의 │ │금액의 범위에서 관련매출액에 중 │ │ │남용행위 │ │대성의 정도별로 정하는 부과기준 │ │ │ │ │율을 곱하여 산정한다. 다만, 제13│ │ │ │ │조제3항 각 호의 어느 하나에 해 │ │ │ │ │당하는 경우에는 20억원의 범위에 │ │ │ │ │서 중대성의 정도를 고려하여 산 │ │ │ │ │정한다. │ ├─────────┼───────┼──────┼────────────────┤ │2) 경제력집중억제 │가) 지주회사 │법 제38조 │법 제38조제3항 각 호에 따른 금 │ │규정 위반행위 │의 행위제 │제3항 │액에 100분의 20을 곱한 금액의 │ │ │한 등 위반 │ │범위에서 법 제38조제3항 각 호에 │ │ │행위 │ │따른 금액에 중대성의 정도별로 │ │ │ │ │정하는 부과기준율을 곱하여 산정 │ │ │ │ │한다. │ │ ├───────┼──────┼────────────────┤ │ │나) 상호출자 │법 제38조 │위반행위로 취득 또는 소유한 주 │ │ │행위 │제1항 │식의 취득가액에 100분의 20을 곱 │ │ │ │ │한 금액의 범위에서 취득가액에 │ │ │ │ │중대성의 정도별로 정하는 부과기 │ │ │ │ │준율을 곱하여 산정한다. │ │ ├───────┼──────┼────────────────┤ │ │다) 순환출자 │법 제38조 │위반행위로 취득 또는 소유한 주식│ │ │행위 │제1항 │의 취득가액에 100분의 20을 곱한 │ │ │ │ │금액의 범위에서 취득가액에 중대 │ │ │ │ │성의 정도별로 정하는 부과기준율 │ │ │ │ │을 곱하여 산정한다. │ │ ├───────┼──────┼────────────────┤ │ │라) 계열회사 │법 제38조 │법 제24조를 위반하여 행한 채무 │ │ │에 대한 채 │제2항 │보증액에 100분의 20을 곱한 금액 │ │ │무보증행위 │ │의 범위에서 채무보증액에 중대성 │ │ │ │ │의 정도별로 정하는 부과기준율을 │ │ │ │ │곱하여 산정한다. │ ├─────────┼───────┼──────┼────────────────┤ │3) 부당한 공동행 │가) 부당한 │법 제43조 │관련매출액에 100분의 20을 곱한 │ │위 등 │공동행위 │ │금액의 범위에서 관련매출액에 중 │ │ │ │ │대성의 정도별로 정하는 부과기준 │ │ │ │ │율을 곱하여 산정한다. 다만, 제13│ │ │ │ │조제3항 각 호의 어느 하나에 해 │ │ │ │ │당하는 경우에는 40억원의 범위에 │ │ │ │ │서 중대성의 정도를 고려하여 산 │ │ │ │ │정한다. │ │ ├───────┼──────┼────────────────┤ │ │나) 사업자단 │법 제53조 │10억원의 범위에서 위반행위의 종 │ │ │체 금지행 │제1항 │료일이 속한 연도의 사업자단체의 │ │ │위 │ │연간예산액에 중대성의 정도별로 │ │ │ │ │정하는 부과기준율을 곱하여 산정 │ │ │ │ │한다. 다만, 연간예산액을 산정하 │ │ │ │ │기 곤란한 경우에는 10억원의 범 │ │ │ │ │위에서 중대성의 정도를 고려하여 │ │ │ │ │산정한다. │ │ ├───────┼──────┼────────────────┤ │ │다) 사업자단 │법 제53조 │관련매출액에 100분의 20을 곱한 │ │ │체 금지행 │제2항 │금액의 범위에서 관련매출액에 중 │ │ │위 참가행 │ │대성의 정도별로 정하는 부과기준 │ │ │위 │ │율을 곱하여 산정한다. 다만, 제13│ │ │ │ │조제3항 각 호의 어느 하나에 해 │ │ │ │ │당하는 경우에는 40억원의 범위에 │ │ │ │ │서 중대성의 정도를 고려하여 산 │ │ │ │ │정한다. │ │ │ ├──────┼────────────────┤ │ │ │법 제53조 │관련매출액에 100분의 10를 곱한 │ │ │ │제3항 │금액의 범위에서 관련매출액에 중 │ │ │ │ │대성의 정도별로 정하는 부과기준 │ │ │ │ │율을 곱하여 산정한다. 다만, 제13│ │ │ │ │조제3항 각 호의 어느 하나에 해 │ │ │ │ │당하는 경우에는 20억원의 범위에 │ │ │ │ │서 중대성의 정도를 고려하여 산 │ │ │ │ │정한다. │ ├─────────┼───────┼──────┼────────────────┤ │4) 불공정거래 행 │가) 불공정거 │법 제50조 │관련매출액에 100분의 4를 곱한 │ │위 등 │래행위(부 │제1항 │금액의 범위에서 관련매출액에 중 │ │ │당한 지원 │ │대성의 정도별로 정하는 부과기준 │ │ │행위 제외) │ │율을 곱하여 산정한다. 다만, 제13│ │ ├───────┼──────┤조제3항 각 호의 어느 하나에 해 │ │ │나) 재판매가 │법 제50조 │당하는 경우에는 10억원의 범위에 │ │ │격 유지행 │제1항 │서 중대성의 정도를 고려하여 산 │ │ │위 │ │정한다. │ ├─────────┼───────┼──────┼────────────────┤ │5) 부당한 지원행 │부당한 │법 제50조 │평균매출액에 100분의 10을 곱한 │ │위 │지원행위 │제2항 │금액의 범위에서 법 제45조제1항 │ │ │ │ │제9호 또는 같은 조 제2항을 위반 │ │ │ │ │하여 지원하거나 지원받은 지원금 │ │ │ │ │액에 중대성의 정도별로 정하는 │ │ │ │ │부과기준율을 곱하여 산정한다. │ │ │ │ │다만, 지원금액의 산출이 어렵거 │ │ │ │ │나 불가능한 경우 등에는 그 지원 │ │ │ │ │성 거래규모의 100분의 10을 지원 │ │ │ │ │금액으로 본다. │ ├─────────┼───────┼──────┼────────────────┤ │6) 특수관계인에 │특수관계인에 │법 제50조 │평균매출액에 100분의 10을 곱한 │ │대한 부당한 이 │대한 부당한 │제2항 │금액의 범위에서 법 제47조제1항 │ │익제공 행위 등 │이익제공 │ │ㆍ제3항을 위반하여 거래 또는 제 │ │ │행위 등 │ │공한 위반금액(정상적인 거래에서 │ │ │ │ │기대되는 급부와의 차액을 말한 │ │ │ │ │다)에 중대성의 정도별로 정하는 │ │ │ │ │부과기준율을 곱하여 산정한다. │ │ │ │ │다만, 위반금액의 산출이 어렵거 │ │ │ │ │나 불가능한 경우 등에는 그 거래 │ │ │ │ │또는 제공 규모(법 제47조제1항제 │ │ │ │ │2호의 경우에는 사업기회를 제공 │ │ │ │ │받은 특수관계인 또는 계열회사의 │ │ │ │ │관련매출액)의 100분의 10을 위반 │ │ │ │ │금액으로 본다. │ ├─────────┼───────┼──────┼────────────────┤ │7) 보복조치 │보복조치 │법 제50조 │관련매출액에 100분의 4를 곱한 │ │ │ │제1항 │금액의 범위에서 관련매출액에 위 │ │ │ │ │반행위의 중대성 정도별로 정하는 │ │ │ │ │부과기준율을 곱하여 산정한다. │ │ │ │ │다만, 제13조제3항 각 호의 어느 │ │ │ │ │하나에 해당하는 경우에는 10억원 │ │ │ │ │의 범위에서 중대성의 정도를 고 │ │ │ │ │려하여 산정한다. │ └─────────┴───────┴──────┴────────────────┘ 나. 위반행위의 기간 및 횟수 등에 따른 조정 법 제102조제1항제2호의 위반행위의 기간 및 횟수를 고려하여 가목에 따른 기 본 산정기준의 100분의 100 범위에서 공정거래위원회가 정하여 고시하는 기준 에 따라 산정기준을 조정한다. 다. 위반사업자의 고의ㆍ과실 등에 따른 조정. 이 경우 1)에 따른 조정사유와 2)에 따른 감경사유가 각각 있는 경우 해당 사유에 따른 조정ㆍ감경의 기준을 모두 적용하되, 나목에 따라 조정된 산정기준의 100분의 50의 범위를 초과할 수 없 다. 1) 법 제102조제1항 각 호의 사항에 영향을 미치는 위반사업자의 고의ㆍ과실, 위반행위의 성격과 사정 등을 고려하여 나목에 따라 조정된 산정기준의 100 분의 50의 범위에서 공정거래위원회가 정하여 고시하는 기준에 따라 산정기 준을 조정한다. 2) 법 제120조의2제2항에 따른 공정거래 자율준수평가 결과 및 공정거래 자율 준수제도의 운영실태를 고려하여 나목에 따라 조정된 산정기준의 100분의 20 의 범위에서 공정거래위원회가 정하여 고시하는 기준에 따라 산정기준을 감 경한다. 라. 부과과징금 1) 위반사업자(위반사업자단체를 포함한다. 이하 같다)의 현실적 부담능력이나 그 위반행위가 시장에 미치는 효과, 그 밖에 시장 또는 경제여건 및 법 제102 조제1항제3호의 위반행위로 취득한 이익의 규모 등을 충분히 반영하지 못해 과중하다고 인정되는 경우에는 다목에 따라 조정된 산정기준의 100분의 50 범위에서 감액하여 부과과징금으로 정할 수 있다. 다만, 위반사업자의 과징금 납부능력의 현저한 부족, 위반사업자가 속한 시장ㆍ산업 여건의 현저한 변동 또는 지속적 악화, 경제위기, 그 밖에 이에 준하는 사유로 불가피하게 100분의 50을 초과하여 감액하는 것이 타당하다고 인정되는 경우에는 100분의 50을 초과하여 감액할 수 있다. 이 경우 다목에 따라 조정된 산정기준을 감액하는 경우에는 공정거래위원회의 의결서에 그 이유를 명시해야 한다. 2) 위반사업자의 채무상태가 지급불능 또는 지급정지 상태에 있거나 부채의 총 액이 자산의 총액을 초과하는 등의 사유로 위반사업자가 객관적으로 과징금 을 납부할 능력이 없다고 인정되는 경우에는 과징금을 면제할 수 있다. 비고 1. 제2호가목에 따른 관련매출액을 산정하는 경우 관련상품의 범위는 위반행위에 따라 직접 또는 간접적으로 영향을 받는 상품의 종류와 성질, 거래지역, 거래상대 방, 거래단계 등을 고려하여 정하고, 위반기간은 위반행위의 개시일부터 종료일 까지의 기간으로 정하며, 매출액은 사업자의 회계자료 등을 참고하여 정하되, 각 각의 범위는 행위유형별로 개별적ㆍ구체적으로 판단한다. 2. 위 표에서 규정한 사항 외에 산정기준의 부과기준율, 관련매출액의 산정, 제2호 나목 및 다목에 따른 조정, 그 밖에 과징금의 부과에 필요한 세부적인 사항은 공 정거래위원회가 정하여 고시한다.",2026-09-26 06:25
독점규제 및 공정거래에 관한 법률 시행령,공정거래법 시행령,대통령령,제13조(과징금),과징금,20260324,"제13조(과징금) ① 법 제8조 본문에서 ""대통령령으로 정하는 매출액""이란 각각의 위반사업자가 위반기간동안 일정한 거래분야에서 판매한 관련 상품이나 용역의 매출액 또는 이에 준하는 금액으로서 공정거래위원회가 정하여 고시하는 바에 따라 산정한 금액(이하 ""관련매출액""이라 한다)을 말한다. 이 경우 위반행위가 상품이나 용역의 구매와 관련하여 이루어진 경우에는 관련 상품이나 용역의 매입액을 관련매출액으로 본다. ② 법 제8조 본문에서 ""대통령령으로 정하는 사업자""란 상품 또는 용역의 대가의 합계액을 재무제표 등에서 영업수익 등으로 기재하는 사업자를 말한다. ③ 법 제8조 단서에서 ""대통령령으로 정하는 경우""란 다음 각 호의 어느 하나에 해당하는 경우를 말한다. 1. 영업을 개시하지 않거나 영업중단 등으로 영업실적이 없는 경우 2. 재해 등으로 매출액 산정자료가 소멸 또는 훼손되는 등의 사유로 객관적인 매출액의 산정이 곤란한 경우 3. 위반기간 또는 관련 상품이나 용역의 범위를 확정할 수 없어 관련매출액의 산정이 곤란한 경우",,,,,,,2026-09-26 06:25
독점규제 및 공정거래에 관한 법률 시행령,공정거래법 시행령,대통령령,제50조(과징금),과징금,20260324,제50조(과징금) 법 제43조 본문에 따른 매출액의 산정에 관하여는 제13조제1항을 준용한다. 이 경우 위반행위가 입찰담합 및 이와 유사한 행위인 경우에는 계약금액을 매출액으로 본다.,,,,,,,2026-09-26 06:25
